net,length_um
bgc_15.row_reg._022_,9.52
bgc_15.row_reg._048_,9.52
bgc_2.comp_row._08_,9.52
bgc_2.lfsr_col._00_\[4\],9.52
bgc_2.lfsr_col._21_,9.52
bgc_2.row_reg._024_,9.52
bgc_3.col_reg._012_,9.52
bgc_3.comp_row.GL_index\[3\],9.52
bgc_3.row_reg._002_,9.52
bgc_3.row_reg._034_,9.52
bgc_4.comp_col._03_,9.52
bgc_4.comp_row.A\[3\],9.52
bgc_4.row_reg._032_,9.52
bgc_4.row_reg._035_,9.52
bgc_5.comp_row.GR_index\[0\],9.52
bgc_5.comp_row.pe2._06_,9.52
bgc_5.lfsr_row._00_\[10\],9.52
bgc_5.row_reg._026_,9.52
bgc_6.comp_col.A\[10\],9.52
bgc_6.comp_row._17_,9.52
bgc_7.col_reg._000_\[11\],9.52
bgc_7.comp_col.GL_bits\[0\],9.52
bgc_7.comp_col._13_,9.52
bgc_8.col_reg._048_,9.52
bgc_8.comp_row._14_,9.52
bgc_8.final_counter._25_,9.52
bgc_8.lfsr_col._14_,9.52
bgc_8.lfsr_row._00_\[4\],9.52
bgc_9.comp_col.pe1._17_,9.52
bgc_9.comp_row.GR_bits\[7\],9.52
bgc_9.comp_row.GR_bits\[8\],9.52
bgc_9.comp_row._00_,9.52
bgc_9.comp_row.pe2._08_,9.52
bgc_9.final_counter._27_,9.52
bgc_9.row_reg._000_\[1\],9.52
bgc_9.row_reg._000_\[2\],9.52
bgc_9.row_reg._000_\[3\],9.52
res_mem_inst.slot\[0\].slot_reg._020_,9.52
res_mem_inst.slot\[0\].slot_reg._031_,9.52
res_mem_inst.slot\[0\].slot_reg._048_,9.52
res_mem_inst.slot\[12\].slot_reg._003_,9.52
res_mem_inst.slot\[1\].slot_reg._032_,9.52
res_mem_inst.slot\[2\].slot_reg._000_\[1\],9.52
res_mem_inst.slot\[2\].slot_reg._050_,9.52
res_mem_inst.slot\[4\].slot_reg._000_\[1\],9.52
res_mem_inst.slot\[8\].slot_reg._025_,9.52
res_mem_inst.slot\[8\].slot_reg._034_,9.52
res_mem_inst.slot\[9\].slot_reg._000_\[0\],9.52
timer_inst._00_,9.52
bgc_0.comp_col.pe2._06_,9.24
bgc_11.comp_row.GR_bits\[5\],9.16
bgc_11.comp_col.GR_bits\[10\],9.11
bgc_14.comp_col.GR_bits\[3\],9.11
adder_tree._0000_,9.06
adder_tree._0235_,9.06
adder_tree._0292_,9.06
adder_tree._0304_,9.06
adder_tree._0486_,9.06
adder_tree._0598_,9.06
adder_tree._0703_,9.06
bgc_1.col_reg._000_\[0\],9.06
bgc_10.lfsr_row._26_,9.06
bgc_11.final_counter._20_,9.06
bgc_11.row_reg._052_,9.06
bgc_13.comp_row.pe1._09_,9.06
bgc_14.comp_col.GR_bits\[11\],9.06
bgc_14.comp_row.pe1._01_,9.06
bgc_14.comp_row.pe2._07_,9.06
bgc_15.col_reg._000_\[11\],9.06
bgc_15.col_reg._000_\[4\],9.06
bgc_15.comp_col.pe1._01_,9.06
bgc_2.comp_col.GL_bits\[2\],9.06
bgc_2.comp_col.GR_bits\[10\],9.06
bgc_2.comp_row.pe2._10_,9.06
bgc_3.comp_row.pe2._01_,9.06
bgc_3.final_counter._17_,9.06
bgc_6.col_data_in\[2\],9.06
bgc_8.comp_col.GR_index\[1\],9.06
bgc_8.comp_row.pe2._08_,9.06
bgc_9.comp_row._17_,9.06
res_mem_inst.slot\[4\].slot_reg._011_,9.06
net853,9.01
net860,9.01
net907,9.01
net936,9.01
net1048,9.01
net1200,9.01
net1233,9.01
net1336,9.01
net240,9.01
net346,9.01
net412,9.01
net790,9.01
adder_tree._0091_,9.01
adder_tree._0106_,9.01
adder_tree._0332_,9.01
adder_tree._0421_,9.01
adder_tree._0709_,9.01
bgc_0.final_counter._00_\[9\],9.01
bgc_0.row_reg._022_,9.01
bgc_0.row_reg._038_,9.01
bgc_1.col_data_in\[9\],9.01
bgc_1.col_reg._000_\[3\],9.01
bgc_1.col_reg._000_\[4\],9.01
bgc_1.col_reg._000_\[6\],9.01
bgc_1.comp_col.GR_bits\[8\],9.01
bgc_1.final_counter._27_,9.01
bgc_1.lfsr_row._14_,9.01
bgc_10.comp_col.A\[11\],9.01
bgc_10.comp_col.pe1._05_,9.01
bgc_10.comp_row.pe2._16_,9.01
bgc_10.row_reg._000_\[9\],9.01
bgc_11.comp_col.GR_bits\[2\],9.01
bgc_11.comp_col._16_,9.01
bgc_11.comp_row.pe1._04_,9.01
bgc_11.final_counter._00_\[10\],9.01
bgc_11.lfsr_col._00_\[6\],9.01
bgc_11.row_reg._000_\[11\],9.01
bgc_12.col_reg._020_,9.01
bgc_12.col_reg._021_,9.01
bgc_12.col_reg._050_,9.01
bgc_12.comp_row.A\[3\],9.01
bgc_12.lfsr_row._24_,9.01
bgc_12.row_reg._020_,9.01
bgc_13.final_counter._00_\[5\],9.01
bgc_14.comp_col.GL_index\[2\],9.01
bgc_14.comp_col.GR_bits\[7\],9.01
bgc_14.row_reg._032_,9.01
bgc_15.row_reg._039_,9.01
bgc_2.col_reg._038_,9.01
bgc_2.comp_col.GL_bits\[9\],9.01
bgc_2.comp_col.pe1._09_,9.01
bgc_2.row_reg._005_,9.01
bgc_3.col_reg._029_,9.01
bgc_3.comp_row.GR_index\[1\],9.01
bgc_4.comp_col.pe1._01_,9.01
bgc_4.comp_col.pe1._17_,9.01
bgc_4.comp_col.pe2._10_,9.01
bgc_4.comp_row.pe1._17_,9.01
bgc_4.final_counter._00_\[0\],9.01
bgc_4.lfsr_row._02_,9.01
bgc_5.col_reg._013_,9.01
bgc_5.comp_col.GL_bits\[1\],9.01
bgc_5.comp_col.pe2._04_,9.01
bgc_5.comp_row.GL_index\[3\],9.01
bgc_5.comp_row.pe1._00_,9.01
bgc_5.comp_row.pe1._08_,9.01
bgc_5.row_reg._007_,9.01
bgc_6._03_,9.01
bgc_6.col_reg._000_\[4\],9.01
bgc_6.comp_row.GL_bits\[7\],9.01
bgc_6.lfsr_row._05_,9.01
bgc_7.col_reg._015_,9.01
bgc_7.col_reg._030_,9.01
bgc_7.lfsr_col._04_,9.01
bgc_8.comp_col.pe1._06_,9.01
bgc_8.comp_row.GL_bits\[1\],9.01
bgc_8.comp_row.pe2._01_,9.01
bgc_8.final_counter._00_\[1\],9.01
bgc_8.row_reg._011_,9.01
bgc_9.col_reg._044_,9.01
bgc_9.comp_row.GR_bits\[2\],9.01
bgc_9.comp_row.pe1._07_,9.01
res_mem_inst._001_\[1\],9.01
res_mem_inst.slot\[0\].slot_reg._034_,9.01
res_mem_inst.slot\[10\].slot_reg._000_\[4\],9.01
res_mem_inst.slot\[12\].slot_reg._046_,9.01
res_mem_inst.slot\[14\].slot_reg._014_,9.01
res_mem_inst.slot\[15\].slot_reg._000_\[10\],9.01
res_mem_inst.slot\[1\].slot_reg._011_,9.01
res_mem_inst.slot\[1\].slot_reg._030_,9.01
res_mem_inst.slot\[1\].slot_reg._031_,9.01
res_mem_inst.slot\[3\].slot_reg._023_,9.01
res_mem_inst.slot\[5\].slot_reg._000_\[9\],9.01
res_mem_inst.slot\[5\].slot_reg._018_,9.01
res_mem_inst.slot\[7\].slot_reg._000_\[6\],9.01
res_mem_inst.slot\[9\].slot_reg._035_,9.01
net834,8.96
net846,8.96
net954,8.96
net969,8.96
net1001,8.96
net1004,8.96
net1017,8.96
net1036,8.96
net1113,8.96
net1122,8.96
net1139,8.96
net1216,8.96
net1247,8.96
net1256,8.96
net1271,8.96
net1283,8.96
net1310,8.96
net1314,8.96
net1423,8.96
net1443,8.96
net87,8.96
net102,8.96
net118,8.96
net121,8.96
net167,8.96
net211,8.96
net239,8.96
net242,8.96
net288,8.96
net311,8.96
net325,8.96
net332,8.96
net366,8.96
net373,8.96
net414,8.96
net431,8.96
net453,8.96
net487,8.96
net512,8.96
net541,8.96
net562,8.96
net569,8.96
net572,8.96
net596,8.96
net653,8.96
net658,8.96
net666,8.96
net711,8.96
net723,8.96
net744,8.96
net746,8.96
net800,8.96
net808,8.96
adder_tree._0110_,8.96
adder_tree._0199_,8.96
adder_tree._0437_,8.96
adder_tree._0475_,8.96
adder_tree._0571_,8.96
adder_tree._0600_,8.96
bgc_0.col_data_in\[5\],8.96
bgc_0.comp_row.pe2._11_,8.96
bgc_0.row_reg._044_,8.96
bgc_1.comp_col.GL_bits\[2\],8.96
bgc_1.comp_col.GL_index\[3\],8.96
bgc_1.lfsr_col._17_,8.96
bgc_1.row_reg._024_,8.96
bgc_10.comp_col.A\[10\],8.96
bgc_10.comp_col.A\[2\],8.96
bgc_10.comp_col.pe2._14_,8.96
bgc_11.col_reg._022_,8.96
bgc_11.col_reg._039_,8.96
bgc_11.comp_row.pe2._10_,8.96
bgc_12.comp_row.A\[2\],8.96
bgc_12.lfsr_row._08_,8.96
bgc_12.row_reg._021_,8.96
bgc_13.col_reg._000_\[5\],8.96
bgc_13.col_reg._002_,8.96
bgc_13.comp_col.GL_bits\[2\],8.96
bgc_13.comp_row.pe1._01_,8.96
bgc_13.final_counter._00_\[9\],8.96
bgc_14.col_reg._038_,8.96
bgc_14.comp_col.GL_bits\[2\],8.96
bgc_14.comp_col._18_,8.96
bgc_14.comp_row.A\[6\],8.96
bgc_14.comp_row.pe1._12_,8.96
bgc_14.lfsr_row._17_,8.96
bgc_14.lfsr_row._18_,8.96
bgc_14.lfsr_row._26_,8.96
bgc_15.col_reg._000_\[6\],8.96
bgc_15.comp_col.GR_bits\[4\],8.96
bgc_15.comp_col.pe1._03_,8.96
bgc_15.comp_row.A\[6\],8.96
bgc_15.comp_row.pe1._09_,8.96
bgc_15.final_counter._00_\[10\],8.96
bgc_15.lfsr_row._04_,8.96
bgc_15.lfsr_row._23_,8.96
bgc_15.row_reg._000_\[8\],8.96
bgc_2.col_data_in\[8\],8.96
bgc_2.comp_col.A\[2\],8.96
bgc_2.comp_col.GR_index\[2\],8.96
bgc_2.comp_row.GL_bits\[2\],8.96
bgc_2.comp_row.pe2._01_,8.96
bgc_2.final_counter._10_,8.96
bgc_2.lfsr_row._02_,8.96
bgc_2.row_reg._015_,8.96
bgc_3.comp_col.pe2._00_,8.96
bgc_3.lfsr_col._17_,8.96
bgc_3.row_reg._050_,8.96
bgc_4.col_reg._014_,8.96
bgc_4.col_reg._019_,8.96
bgc_4.comp_col.GR_index\[2\],8.96
bgc_4.comp_row.GL_bits\[2\],8.96
bgc_4.comp_row.GL_index\[3\],8.96
bgc_4.final_counter._27_,8.96
bgc_4.lfsr_row._00_\[2\],8.96
bgc_4.lfsr_row._03_,8.96
bgc_4.lfsr_row._22_,8.96
bgc_5.col_reg._000_\[4\],8.96
bgc_5.col_reg._014_,8.96
bgc_5.col_reg._024_,8.96
bgc_5.comp_row.A\[6\],8.96
bgc_5.comp_row._01_,8.96
bgc_5.final_counter._27_,8.96
bgc_5.lfsr_col._00_\[9\],8.96
bgc_5.lfsr_col._01_,8.96
bgc_5.lfsr_col._09_,8.96
bgc_5.lfsr_row._00_\[2\],8.96
bgc_5.row_reg._000_\[3\],8.96
bgc_5.row_reg._000_\[6\],8.96
bgc_5.row_reg._028_,8.96
bgc_6.col_reg._029_,8.96
bgc_6.comp_col.pe2._07_,8.96
bgc_6.final_counter._15_,8.96
bgc_7.col_reg._036_,8.96
bgc_7.comp_col.pe1._03_,8.96
bgc_7.comp_col.pe2._14_,8.96
bgc_7.comp_row.A\[10\],8.96
bgc_7.comp_row.pe2._09_,8.96
bgc_7.final_counter._11_,8.96
bgc_7.row_reg.mode\[0\],8.96
bgc_8.col_reg._000_\[0\],8.96
bgc_8.lfsr_row._18_,8.96
bgc_9.col_reg._028_,8.96
bgc_9.comp_col.GL_bits\[0\],8.96
bgc_9.comp_row.pe2._05_,8.96
res_mem_inst.slot\[0\].slot_reg._005_,8.96
res_mem_inst.slot\[0\].slot_reg._038_,8.96
res_mem_inst.slot\[14\].slot_reg._000_\[11\],8.96
res_mem_inst.slot\[15\].slot_reg._035_,8.96
res_mem_inst.slot\[1\].slot_reg._000_\[4\],8.96
res_mem_inst.slot\[2\].slot_reg._030_,8.96
res_mem_inst.slot\[3\].slot_reg._000_\[4\],8.96
res_mem_inst.slot\[4\].slot_reg.mode\[0\],8.96
res_mem_inst.slot\[5\].slot_reg._015_,8.96
res_mem_inst.slot\[5\].slot_reg._051_,8.96
res_mem_inst.slot\[7\].slot_reg._000_\[3\],8.96
res_mem_inst.slot\[9\].slot_reg._027_,8.96
res_mem_inst.slot\[9\].slot_reg._036_,8.96
res_mem_inst.slot\[9\].slot_reg._047_,8.96
res_mem_inst.slot\[9\].slot_reg._052_,8.96
timer_inst._09_,8.96
output_ready,8.87
bgc_1.comp_row._10_,8.55
bgc_11.comp_row._15_,8.55
bgc_3.comp_col.pe1._06_,8.55
bgc_3.comp_col.pe2._03_,8.55
bgc_6.comp_row._15_,8.55
bgc_6.comp_row.pe2._06_,8.55
net972,8.5
adder_tree._0228_,8.5
adder_tree._0248_,8.5
adder_tree._0342_,8.5
adder_tree._0630_,8.5
bgc_0.comp_col.pe1._14_,8.5
bgc_0.comp_col.pe2._08_,8.5
bgc_10.comp_col._19_,8.5
bgc_10.comp_row._03_,8.5
bgc_10.final_counter._23_,8.5
bgc_11.comp_row.GR_bits\[10\],8.5
bgc_11.final_counter._02_,8.5
bgc_13.comp_col.GR_bits\[2\],8.5
bgc_13.comp_col.pe1._11_,8.5
bgc_13.comp_row.GL_bits\[0\],8.5
bgc_15.comp_col._16_,8.5
bgc_2.comp_row.pe2._14_,8.5
bgc_3.comp_col.pe1._02_,8.5
bgc_3.comp_col.pe1._10_,8.5
bgc_3.row_reg._051_,8.5
bgc_4.comp_col.pe1._10_,8.5
bgc_4.comp_row._16_,8.5
bgc_6.comp_row.GR_bits\[2\],8.5
bgc_6.comp_row.pe2._17_,8.5
bgc_7.comp_row.pe1._05_,8.5
bgc_8.comp_row.pe1._06_,8.5
bgc_9.final_counter._17_,8.5
res_mem_inst.slot\[0\].slot_reg._033_,8.5
res_mem_inst.slot\[13\].slot_reg._024_,8.5
net850,8.45
net865,8.45
net910,8.45
net956,8.45
net1008,8.45
net1056,8.45
net1179,8.45
net1180,8.45
net1348,8.45
net1375,8.45
net218,8.45
net413,8.45
net421,8.45
net436,8.45
net458,8.45
net516,8.45
net597,8.45
adder_tree._0203_,8.45
adder_tree._0610_,8.45
bgc_1.col_reg._045_,8.45
bgc_1.final_counter._00_\[1\],8.45
bgc_1.lfsr_row._00_\[8\],8.45
bgc_1.lfsr_row._18_,8.45
bgc_10.comp_col.pe1._00_,8.45
bgc_10.comp_row._00_,8.45
bgc_10.comp_row.pe1._03_,8.45
bgc_11.col_reg._000_\[5\],8.45
bgc_11.lfsr_row._08_,8.45
bgc_12.col_reg._014_,8.45
bgc_12.comp_col.GL_bits\[7\],8.45
bgc_12.comp_col.pe2._11_,8.45
bgc_12.comp_row.pe1._17_,8.45
bgc_12.row_reg._039_,8.45
bgc_12.row_reg._048_,8.45
bgc_13.comp_col.pe2._00_,8.45
bgc_13.lfsr_col._06_,8.45
bgc_14.col_reg._017_,8.45
bgc_14.comp_row.GL_index\[0\],8.45
bgc_14.comp_row.GR_bits\[7\],8.45
bgc_14.row_reg._009_,8.45
bgc_15.col_reg._027_,8.45
bgc_15.comp_row.GR_bits\[7\],8.45
bgc_15.row_reg.mode\[0\],8.45
bgc_2.comp_col.pe2._07_,8.45
bgc_3.lfsr_col._00_\[9\],8.45
bgc_3.row_reg._000_\[10\],8.45
bgc_4.comp_col.pe1._07_,8.45
bgc_4.final_counter._26_,8.45
bgc_4.lfsr_col._00_\[4\],8.45
bgc_4.lfsr_row._06_,8.45
bgc_4.row_reg._000_\[9\],8.45
bgc_5.col_data_in\[10\],8.45
bgc_5.col_reg._044_,8.45
bgc_5.comp_col.pe1._17_,8.45
bgc_5.comp_col.pe2._03_,8.45
bgc_5.lfsr_col._00_\[1\],8.45
bgc_6.comp_col.pe2._00_,8.45
bgc_6.comp_row.A\[10\],8.45
bgc_6.final_counter._10_,8.45
bgc_6.lfsr_row._00_\[10\],8.45
bgc_7.comp_col.GR_bits\[0\],8.45
bgc_7.comp_col.pe1._16_,8.45
bgc_7.comp_col.pe2._10_,8.45
bgc_7.comp_row.A\[8\],8.45
bgc_7.row_reg._000_\[4\],8.45
bgc_7.row_reg._000_\[6\],8.45
bgc_8.col_reg._035_,8.45
bgc_8.comp_col.pe2._02_,8.45
bgc_8.comp_row.GR_bits\[1\],8.45
bgc_9.col_reg._000_\[6\],8.45
bgc_9.comp_col.pe1._11_,8.45
bgc_9.final_counter._15_,8.45
bgc_9.lfsr_col._12_,8.45
bgc_9.lfsr_col._19_,8.45
bgc_9.row_reg._000_\[8\],8.45
lfsr_enabler._20_,8.45
res_mem_inst._013_,8.45
res_mem_inst._028_,8.45
res_mem_inst.slot\[10\].slot_reg._040_,8.45
res_mem_inst.slot\[12\].slot_reg._024_,8.45
res_mem_inst.slot\[14\].slot_reg._010_,8.45
res_mem_inst.slot\[14\].slot_reg._032_,8.45
res_mem_inst.slot\[15\].slot_reg._028_,8.45
res_mem_inst.slot\[1\].slot_reg._022_,8.45
res_mem_inst.slot\[2\].slot_reg._000_\[7\],8.45
res_mem_inst.slot\[2\].slot_reg._021_,8.45
res_mem_inst.slot\[3\].slot_reg._000_\[3\],8.45
res_mem_inst.slot\[5\].slot_reg._000_\[1\],8.45
res_mem_inst.slot\[7\].slot_reg._005_,8.45
timer_inst._01_\[10\],8.45
net837,8.4
net879,8.4
net882,8.4
net925,8.4
net960,8.4
net964,8.4
net1007,8.4
net1010,8.4
net1012,8.4
net1060,8.4
net1120,8.4
net1137,8.4
net1158,8.4
net1160,8.4
net1164,8.4
net1184,8.4
net1187,8.4
net1215,8.4
net1235,8.4
net1276,8.4
net1282,8.4
net1295,8.4
net1299,8.4
net1317,8.4
net1342,8.4
net1343,8.4
net1346,8.4
net1397,8.4
net1408,8.4
net1428,8.4
net1430,8.4
net1438,8.4
net1440,8.4
net84,8.4
net93,8.4
net125,8.4
net132,8.4
net146,8.4
net177,8.4
net193,8.4
net199,8.4
net249,8.4
net253,8.4
net299,8.4
net304,8.4
net319,8.4
net326,8.4
net327,8.4
net330,8.4
net339,8.4
net342,8.4
net381,8.4
net387,8.4
net397,8.4
net425,8.4
net435,8.4
net447,8.4
net468,8.4
net497,8.4
net542,8.4
net544,8.4
net545,8.4
net591,8.4
net592,8.4
net602,8.4
net632,8.4
net641,8.4
net644,8.4
net659,8.4
net670,8.4
net672,8.4
net698,8.4
net706,8.4
net725,8.4
net726,8.4
net731,8.4
net732,8.4
net763,8.4
net784,8.4
net781,8.4
net798,8.4
adder_tree._0069_,8.4
adder_tree._0083_,8.4
adder_tree._0105_,8.4
adder_tree._0131_,8.4
adder_tree._0221_,8.4
adder_tree._0348_,8.4
adder_tree._0498_,8.4
adder_tree._0548_,8.4
adder_tree._0595_,8.4
adder_tree._0596_,8.4
adder_tree._0675_,8.4
bgc_0.col_reg._026_,8.4
bgc_0.col_reg._035_,8.4
bgc_0.comp_col.GR_bits\[2\],8.4
bgc_0.comp_col.GR_index\[2\],8.4
bgc_0.comp_row.GR_bits\[1\],8.4
bgc_0.lfsr_row._00_\[2\],8.4
bgc_0.row_reg._000_\[1\],8.4
bgc_0.row_reg._033_,8.4
bgc_1.comp_row.pe2._07_,8.4
bgc_1.final_counter._00_\[9\],8.4
bgc_1.final_counter._02_,8.4
bgc_1.row_reg._000_\[6\],8.4
bgc_1.row_reg._014_,8.4
bgc_10.col_reg._031_,8.4
bgc_10.comp_col.GL_bits\[1\],8.4
bgc_10.comp_col._16_,8.4
bgc_10.comp_col.pe1._03_,8.4
bgc_10.comp_row.pe1._00_,8.4
bgc_10.comp_row.pe2._01_,8.4
bgc_10.lfsr_row._00_\[2\],8.4
bgc_10.row_reg._000_\[10\],8.4
bgc_10.row_reg._015_,8.4
bgc_11.comp_col.pe1._01_,8.4
bgc_11.comp_row.A\[7\],8.4
bgc_11.comp_row.GL_bits\[8\],8.4
bgc_11.comp_row._01_,8.4
bgc_11.final_counter._00_\[6\],8.4
bgc_11.final_counter._28_,8.4
bgc_11.lfsr_col._00_\[8\],8.4
bgc_11.row_reg._006_,8.4
bgc_11.row_reg._040_,8.4
bgc_12.col_reg._049_,8.4
bgc_12.comp_col.pe2._02_,8.4
bgc_12.comp_row._01_,8.4
bgc_12.comp_row.pe1._01_,8.4
bgc_12.comp_row.pe1._03_,8.4
bgc_12.comp_row.pe1._06_,8.4
bgc_12.row_reg._000_\[2\],8.4
bgc_13.col_reg._000_\[7\],8.4
bgc_13.col_reg._038_,8.4
bgc_13.comp_col.GR_bits\[8\],8.4
bgc_13.comp_col._02_,8.4
bgc_13.comp_row.A\[3\],8.4
bgc_13.comp_row.A\[4\],8.4
bgc_13.comp_row.A\[7\],8.4
bgc_13.comp_row.A\[8\],8.4
bgc_13.comp_row.pe1._00_,8.4
bgc_13.lfsr_row._00_\[4\],8.4
bgc_13.lfsr_row._10_,8.4
bgc_13.row_reg._011_,8.4
bgc_13.row_reg._047_,8.4
bgc_14._03_,8.4
bgc_14.col_reg._030_,8.4
bgc_14.col_reg._032_,8.4
bgc_14.comp_col.pe1._08_,8.4
bgc_14.lfsr_row._00_\[3\],8.4
bgc_14.row_reg._024_,8.4
bgc_15.comp_col.GR_bits\[10\],8.4
bgc_15.comp_col.pe2._09_,8.4
bgc_15.comp_row._04_,8.4
bgc_15.lfsr_col._07_,8.4
bgc_15.row_reg._015_,8.4
bgc_2.lfsr_col._00_\[2\],8.4
bgc_2.row_reg._000_\[7\],8.4
bgc_3.comp_row.pe1._11_,8.4
bgc_3.comp_row.pe2._06_,8.4
bgc_3.lfsr_col._14_,8.4
bgc_3.lfsr_col._16_,8.4
bgc_3.row_reg._049_,8.4
bgc_4._02_,8.4
bgc_4.col_data_in\[3\],8.4
bgc_4.col_reg._044_,8.4
bgc_4.comp_col.GR_index\[1\],8.4
bgc_4.comp_col.pe2._06_,8.4
bgc_4.final_counter._00_\[10\],8.4
bgc_4.final_counter._08_,8.4
bgc_4.row_reg._039_,8.4
bgc_4.row_reg._051_,8.4
bgc_5.comp_col.pe1._07_,8.4
bgc_5.comp_row.A\[9\],8.4
bgc_5.comp_row.pe2._04_,8.4
bgc_5.final_counter._07_,8.4
bgc_5.lfsr_col._07_,8.4
bgc_6.col_reg._000_\[3\],8.4
bgc_6.col_reg._001_,8.4
bgc_6.comp_col.GR_bits\[2\],8.4
bgc_6.comp_row._01_,8.4
bgc_6.lfsr_col._06_,8.4
bgc_6.lfsr_row._00_\[11\],8.4
bgc_6.row_reg._000_\[2\],8.4
bgc_7.col_reg._038_,8.4
bgc_7.comp_col.GR_bits\[10\],8.4
bgc_7.comp_col.pe1._08_,8.4
bgc_7.lfsr_col._23_,8.4
bgc_7.lfsr_col._26_,8.4
bgc_8.col_reg._000_\[10\],8.4
bgc_8.col_reg._000_\[9\],8.4
bgc_8.col_reg._037_,8.4
bgc_8.col_reg._051_,8.4
bgc_8.comp_col.GL_bits\[9\],8.4
bgc_8.comp_row._00_,8.4
bgc_8.final_counter._08_,8.4
bgc_8.final_counter._15_,8.4
bgc_8.lfsr_col._06_,8.4
bgc_8.lfsr_row._26_,8.4
bgc_8.row_reg._037_,8.4
bgc_9.comp_col.A\[7\],8.4
bgc_9.comp_col._12_,8.4
bgc_9.comp_row.A\[7\],8.4
bgc_9.final_counter._00_\[5\],8.4
bgc_9.lfsr_row._14_,8.4
bgc_9.lfsr_row._19_,8.4
bgc_9.row_reg._045_,8.4
res_mem_inst._026_,8.4
res_mem_inst._044_,8.4
res_mem_inst.slot\[11\].slot_reg.mode\[0\],8.4
res_mem_inst.slot\[12\].slot_reg._025_,8.4
res_mem_inst.slot\[14\].slot_reg._049_,8.4
res_mem_inst.slot\[15\].slot_reg._000_\[8\],8.4
res_mem_inst.slot\[1\].slot_reg._000_\[3\],8.4
res_mem_inst.slot\[2\].slot_reg._016_,8.4
res_mem_inst.slot\[2\].slot_reg._032_,8.4
res_mem_inst.slot\[3\].slot_reg._000_\[5\],8.4
res_mem_inst.slot\[3\].slot_reg._017_,8.4
res_mem_inst.slot\[4\].slot_reg._015_,8.4
res_mem_inst.slot\[4\].slot_reg._023_,8.4
res_mem_inst.slot\[5\].slot_reg._000_\[5\],8.4
res_mem_inst.slot\[7\].slot_reg._016_,8.4
res_mem_inst.slot\[8\].slot_reg._013_,8.4
res_mem_inst.slot\[9\].slot_reg._024_,8.4
timer_inst._01_\[7\],8.4
bgc_10.comp_col._10_,7.99
bgc_6.col_reg._017_,7.99
bgc_6.comp_row._10_,7.99
net1422,7.94
net227,7.94
net554,7.94
adder_tree._0001_,7.94
adder_tree._0009_,7.94
adder_tree._0141_,7.94
bgc_0.comp_row.GR_bits\[10\],7.94
bgc_0.row_reg._030_,7.94
bgc_1.comp_row.GL_index\[1\],7.94
bgc_10.col_reg._017_,7.94
bgc_11.col_reg._000_\[7\],7.94
bgc_11.col_reg._000_\[8\],7.94
bgc_11.col_reg._000_\[9\],7.94
bgc_13.comp_col.GR_index\[0\],7.94
bgc_14.final_counter._08_,7.94
bgc_15.col_reg._000_\[5\],7.94
bgc_2.col_reg._016_,7.94
bgc_2.col_reg._024_,7.94
bgc_2.comp_row.A\[5\],7.94
bgc_2.comp_row._02_,7.94
bgc_3.col_reg._000_\[11\],7.94
bgc_4.comp_row.GR_index\[1\],7.94
bgc_4.lfsr_row._14_,7.94
bgc_7.col_reg._000_\[8\],7.94
bgc_7.comp_col.pe1._06_,7.94
bgc_7.comp_col.pe2._17_,7.94
bgc_8.col_reg._050_,7.94
bgc_8.comp_col.GR_bits\[10\],7.94
bgc_8.final_counter._10_,7.94
bgc_9.col_data_in\[8\],7.94
bgc_9.comp_col.GL_index\[1\],7.94
bgc_9.comp_row.GL_bits\[10\],7.94
bgc_9.comp_row._18_,7.94
bgc_9.comp_row.pe1._00_,7.94
bgc_9.comp_row.pe2._06_,7.94
lfsr_enabler._02_,7.94
res_mem_inst.slot\[9\].slot_reg._000_\[7\],7.94
net864,7.89
net927,7.89
net931,7.89
net1043,7.89
net1045,7.89
net1050,7.89
net1066,7.89
net1167,7.89
net1192,7.89
net1199,7.89
net1335,7.89
net1417,7.89
net1452,7.89
net140,7.89
net230,7.89
net251,7.89
net354,7.89
net395,7.89
net471,7.89
net486,7.89
net517,7.89
net537,7.89
net690,7.89
net708,7.89
net748,7.89
adder_tree._0065_,7.89
adder_tree._0159_,7.89
adder_tree._0315_,7.89
adder_tree._0529_,7.89
adder_tree._0544_,7.89
adder_tree._0583_,7.89
bgc_0.comp_col.GL_index\[0\],7.89
bgc_0.comp_col._03_,7.89
bgc_0.comp_row.GL_bits\[9\],7.89
bgc_0.final_counter._00_\[1\],7.89
bgc_0.final_counter._00_\[3\],7.89
bgc_0.final_counter._02_,7.89
bgc_0.final_counter._23_,7.89
bgc_1.col_reg._000_\[5\],7.89
bgc_1.col_reg._010_,7.89
bgc_1.col_reg._017_,7.89
bgc_1.comp_col.pe1._04_,7.89
bgc_1.row_reg._000_\[7\],7.89
bgc_1.row_reg._004_,7.89
bgc_10.col_reg._007_,7.89
bgc_10.comp_col.GR_bits\[10\],7.89
bgc_10.comp_col.pe1._08_,7.89
bgc_10.comp_col.pe2._01_,7.89
bgc_10.comp_col.pe2._04_,7.89
bgc_10.final_counter._26_,7.89
bgc_11.comp_col.A\[1\],7.89
bgc_11.comp_col.pe1._06_,7.89
bgc_11.comp_row.pe2._04_,7.89
bgc_11.final_counter._00_\[9\],7.89
bgc_11.lfsr_col._01_,7.89
bgc_11.lfsr_col._20_,7.89
bgc_11.row_reg._023_,7.89
bgc_12.col_data_in\[2\],7.89
