net,length_um
bgc_4.comp_row._11_,24.13
bgc_4.comp_row.pe2._10_,24.13
bgc_5.col_reg.mode\[0\],24.13
bgc_5.comp_row.GL_bits\[9\],24.13
bgc_6.final_counter._19_,24.13
bgc_8.comp_col.GR_bits\[8\],24.13
bgc_8.comp_row._07_,24.13
bgc_9.comp_col.GR_bits\[5\],24.13
bgc_9.comp_col.pe1._16_,24.13
adder_tree._0123_,24.08
adder_tree._0493_,24.08
adder_tree._0543_,24.08
bgc_0.col_reg._034_,24.08
bgc_0.comp_col.GR_bits\[6\],24.08
bgc_11.comp_col.pe2._10_,24.08
bgc_13.lfsr_col._19_,24.08
bgc_15.comp_col.A\[0\],24.08
bgc_15.lfsr_col._00_\[0\],24.08
bgc_3.row_reg._000_\[1\],24.08
bgc_6.row_reg._000_\[4\],24.08
bgc_7.comp_row._18_,24.08
bgc_8.comp_row.GL_bits\[3\],24.08
bgc_9.col_reg._032_,24.08
bgc_9.comp_row._09_,24.08
bgc_9.final_counter._00_\[9\],24.08
bgc_3.comp_row.pe1._15_,23.67
adder_tree._0158_,23.62
adder_tree._0573_,23.62
adder_tree._0605_,23.62
bgc_0.comp_row.GL_bits\[6\],23.62
bgc_0.comp_row.pe2._13_,23.62
bgc_1.prev_step_output\[2\],23.62
bgc_10.lfsr_col.seed_mem\[11\],23.62
bgc_10.row_reg._000_\[0\],23.62
bgc_11.comp_col.pe1._15_,23.62
bgc_2.comp_row.B\[1\],23.62
bgc_2.comp_row.pe2._13_,23.62
bgc_8.comp_col.GL_bits\[3\],23.62
timer_inst.cycle_cnt\[5\],23.62
adder_tree._0113_,23.57
adder_tree._0139_,23.57
adder_tree._0215_,23.57
adder_tree._0400_,23.57
adder_tree._0655_,23.57
bgc_0.comp_row.pe2._15_,23.57
bgc_11.comp_col.GR_bits\[6\],23.57
bgc_12.final_counter._19_,23.57
bgc_3.comp_col._07_,23.57
bgc_5.row_reg._050_,23.57
bgc_6.comp_col.pe1._06_,23.57
bgc_6.comp_row.A\[0\],23.57
bgc_8.comp_row.pe1._12_,23.57
bgc_8.lfsr_row._00_\[6\],23.57
bgc_9.comp_col.A\[0\],23.57
dec_inst.en_out\[0\],23.57
res_mem_inst.slot\[15\].slot_reg._039_,23.57
adder_tree._0153_,23.52
adder_tree._0237_,23.52
bgc_0.comp_row._14_,23.52
bgc_0.comp_row.pe1._16_,23.52
bgc_1.comp_row.pe2._16_,23.52
bgc_10.comp_col.GR_bits\[11\],23.52
bgc_13.comp_row.pe1._14_,23.52
bgc_13.comp_row.pe1._16_,23.52
bgc_14.comp_row.pe2._12_,23.52
bgc_15.comp_col.GL_bits\[11\],23.52
bgc_4.col_reg._028_,23.52
bgc_4.comp_col._08_,23.52
bgc_5.col_reg._030_,23.52
bgc_5.comp_col.GL_bits\[8\],23.52
bgc_8.comp_col.pe2._06_,23.52
bgc_9.comp_row.pe2._15_,23.52
res_mem_inst.slot\[1\].slot_reg._016_,23.52
spi_in3,23.38
bgc_2.comp_col.pe1._15_,23.24
bgc_8.comp_col.pe2._13_,23.16
adder_tree._0268_,23.11
bgc_5.final_counter._03_,23.11
bgc_8.comp_row.GR_bits\[11\],23.11
adder_tree._0353_,23.06
adder_tree._0616_,23.06
bgc_1.final_counter._06_,23.06
bgc_11.comp_col.GR_bits\[3\],23.06
bgc_11.comp_col._05_,23.06
bgc_12.comp_col.pe1._14_,23.06
bgc_15.comp_col.pe2._15_,23.06
bgc_3.comp_col.pe2._12_,23.06
bgc_4.final_counter._19_,23.06
bgc_8.comp_col._15_,23.06
bgc_1.comp_col.GL_bits\[4\],23.01
bgc_11.comp_row.GL_bits\[11\],23.01
bgc_14.comp_row.GL_bits\[6\],23.01
bgc_2.row_reg._009_,23.01
bgc_4.comp_row.GL_bits\[3\],23.01
bgc_6.comp_col.A\[1\],23.01
bgc_7.comp_col.GL_bits\[11\],23.01
bgc_8.comp_row._08_,23.01
bgc_9.final_counter._20_,23.01
res_mem_inst.slot\[3\].slot_reg._000_\[0\],23.01
res_mem_inst.slot\[4\].slot_reg.mode\[1\],23.01
adder_tree._0086_,22.96
adder_tree._0209_,22.96
adder_tree._0226_,22.96
bgc_10.comp_col.A\[1\],22.96
bgc_12.col_reg._036_,22.96
bgc_12.comp_col._06_,22.96
bgc_13.comp_row._02_,22.96
bgc_13.row_reg.mode\[1\],22.96
bgc_14.final_counter._19_,22.96
bgc_15.comp_col.pe1._15_,22.96
bgc_3.comp_row.GL_bits\[0\],22.96
bgc_3.comp_row.GR_bits\[5\],22.96
bgc_7.comp_row.pe2._16_,22.96
bgc_8.col_reg._026_,22.96
bgc_8.comp_row.A\[10\],22.96
bgc_9.comp_row.pe1._09_,22.96
res_mem_inst.slot\[6\].slot_reg._000_\[10\],22.96
timer_inst._06_,22.96
adder_tree._0117_,22.55
adder_tree.r\[7\]\[8\],22.5
bgc_1.final_counter._12_,22.5
bgc_10.comp_row.pe1._11_,22.5
bgc_10.final_counter._19_,22.5
bgc_11.lfsr_col._26_,22.5
bgc_14.row_reg.mode\[1\],22.5
bgc_15.comp_row.GL_index\[2\],22.5
bgc_4.comp_col._11_,22.5
bgc_7.comp_row._09_,22.5
bgc_9.comp_row.GL_bits\[11\],22.5
bgc_9.prev_step_output\[10\],22.5
net1197,22.45
net515,22.45
adder_tree._0506_,22.45
bgc_0.comp_row.GR_bits\[3\],22.45
bgc_1.comp_col._07_,22.45
bgc_1.comp_col.pe1._15_,22.45
bgc_10.comp_col.GL_bits\[3\],22.45
bgc_10.comp_row.GL_index\[1\],22.45
bgc_10.final_counter._17_,22.45
bgc_11.comp_col.GL_bits\[3\],22.45
bgc_13.comp_row.pe2._14_,22.45
bgc_14.final_counter._04_,22.45
bgc_15.comp_row.GL_index\[3\],22.45
bgc_15.comp_row._11_,22.45
bgc_15.prev_step_output\[11\],22.45
bgc_15.row_reg._000_\[10\],22.45
bgc_2.comp_row.GR_index\[3\],22.45
bgc_4.comp_row.pe2._14_,22.45
bgc_5.row_reg.mode\[1\],22.45
bgc_6.col_reg._000_\[9\],22.45
bgc_7.comp_col.pe1._15_,22.45
bgc_8.comp_row._04_,22.45
bgc_8.final_counter._14_,22.45
timer_inst.cycle_cnt\[2\],22.45
timer_inst.cycle_cnt\[9\],22.45
adder_tree._0439_,22.4
adder_tree._0642_,22.4
bgc_1.col_reg._040_,22.4
bgc_1.final_counter._22_,22.4
bgc_1.row_reg._016_,22.4
bgc_10.comp_col._11_,22.4
bgc_10.comp_col.pe1._16_,22.4
bgc_11.comp_col.pe1._14_,22.4
bgc_11.comp_col.pe1._16_,22.4
bgc_13.col_reg._000_\[3\],22.4
bgc_14.col_reg._000_\[9\],22.4
bgc_14.comp_col.GL_bits\[6\],22.4
bgc_15.comp_col.GL_bits\[2\],22.4
bgc_2.comp_col.pe1._13_,22.4
bgc_3.final_counter._00_\[10\],22.4
bgc_4.comp_col.GR_bits\[5\],22.4
bgc_5.comp_row._04_,22.4
bgc_6.col_reg._016_,22.4
bgc_8.comp_col.GL_bits\[5\],22.4
bgc_8.prev_step_output\[9\],22.4
bgc_9.comp_col._08_,22.4
bgc_9.final_counter._12_,22.04
bgc_5.prev_step_output\[5\],21.99
bgc_9.comp_row.GL_bits\[6\],21.99
adder_tree._0078_,21.94
adder_tree._0094_,21.94
adder_tree._0212_,21.94
bgc_0.comp_row._17_,21.94
bgc_1.comp_row.GL_index\[2\],21.94
bgc_11.prev_step_output\[10\],21.94
bgc_13.comp_row.GR_bits\[3\],21.94
bgc_14.comp_row._12_,21.94
bgc_2.comp_col.GL_bits\[5\],21.94
bgc_2.comp_row.GL_bits\[6\],21.94
bgc_5.comp_col.GR_bits\[9\],21.94
bgc_6.comp_row.GL_index\[1\],21.94
bgc_7.comp_row._15_,21.94
bgc_8.col_reg._000_\[5\],21.94
bgc_9.comp_row.B\[0\],21.94
timer_inst.cycle_cnt\[11\],21.94
net980,21.89
adder_tree._0355_,21.89
adder_tree._0554_,21.89
bgc_1.row_reg._002_,21.89
bgc_11.comp_col._12_,21.89
bgc_11.comp_row.GL_bits\[4\],21.89
bgc_12.col_reg.q\[0\],21.89
bgc_13.comp_col.pe2._15_,21.89
bgc_13.comp_row.pe1._03_,21.89
bgc_14.comp_col.GL_bits\[9\],21.89
bgc_14.comp_row.pe1._15_,21.89
bgc_2.comp_row._15_,21.89
bgc_4.col_reg._000_\[1\],21.89
bgc_4.comp_col.GL_bits\[11\],21.89
bgc_4.comp_col.GL_bits\[3\],21.89
bgc_4.comp_col.pe2._09_,21.89
bgc_5.comp_row.GL_bits\[3\],21.89
bgc_5.final_counter._14_,21.89
bgc_7.comp_row.A\[0\],21.89
bgc_8.col_reg._003_,21.89
bgc_8.comp_row.pe2._10_,21.89
bgc_9.row_reg._000_\[5\],21.89
lfsr_enabler._01_\[4\],21.89
lfsr_enabler.row_load_count\[0\],21.89
adder_tree._0150_,21.84
adder_tree._0325_,21.84
adder_tree.r\[7\]\[2\],21.84
bgc_0.comp_row._05_,21.84
bgc_0.comp_row.pe1._14_,21.84
bgc_11.final_counter._17_,21.84
bgc_12.comp_col._02_,21.84
bgc_13.comp_col.pe1._12_,21.84
bgc_13.comp_row._07_,21.84
bgc_13.comp_row._13_,21.84
bgc_13.comp_row.pe2._08_,21.84
bgc_14.comp_row.GR_bits\[5\],21.84
bgc_15.comp_row.GR_bits\[3\],21.84
bgc_2.comp_row.GR_bits\[3\],21.84
bgc_5.final_counter._00_\[11\],21.84
res_mem_inst._010_,21.84
bgc_10.prev_step_output\[6\],21.43
bgc_13.comp_row.GR_bits\[6\],21.43
adder_tree._0408_,21.38
bgc_0.comp_col.GL_index\[2\],21.38
bgc_1.comp_row._07_,21.38
bgc_1.prev_step_output\[1\],21.38
bgc_13.comp_row.pe2._09_,21.38
bgc_13.final_counter._01_,21.38
bgc_13.final_counter._22_,21.38
bgc_14.col_reg.mode\[0\],21.38
bgc_14.comp_row._09_,21.38
bgc_15.comp_col.GR_bits\[11\],21.38
bgc_3.comp_col.A\[0\],21.38
bgc_7.comp_col.GR_bits\[6\],21.38
bgc_7.comp_row.GR_bits\[11\],21.38
bgc_7.comp_row.pe2._13_,21.38
adder_tree._0022_,21.33
adder_tree._0026_,21.33
adder_tree._0320_,21.33
adder_tree._0418_,21.33
adder_tree._0463_,21.33
adder_tree.r\[7\]\[5\],21.33
bgc_0.comp_col.GL_bits\[4\],21.33
bgc_1.comp_col._04_,21.33
bgc_1.comp_row._09_,21.33
bgc_1.comp_row.pe2._15_,21.33
bgc_1.final_counter._14_,21.33
bgc_1.lfsr_col._00_\[2\],21.33
bgc_12.comp_row.pe2._03_,21.33
bgc_13.comp_col.pe1._16_,21.33
bgc_13.row_reg._000_\[2\],21.33
bgc_14.col_reg._000_\[11\],21.33
bgc_14.comp_row._13_,21.33
bgc_14.prev_step_output\[4\],21.33
bgc_2.comp_col._03_,21.33
bgc_4.lfsr_row._00_\[10\],21.33
bgc_5.comp_col._16_,21.33
bgc_6.row_reg._000_\[9\],21.33
bgc_7.comp_row._13_,21.33
bgc_8.row_reg._000_\[0\],21.33
bgc_9.comp_col.pe1._14_,21.33
res_mem_inst._019_,21.33
bgc_0.col_reg._036_,21.28
bgc_0.comp_col._07_,21.28
bgc_1.comp_row.GL_bits\[6\],21.28
bgc_13.comp_col._04_,21.28
bgc_13.comp_col.pe1._14_,21.28
bgc_2.comp_col._07_,21.28
bgc_3.col_reg._040_,21.28
bgc_4.comp_col._05_,21.28
bgc_7.comp_row.pe2._08_,21.28
bgc_7.final_counter._01_,21.28
bgc_8.col_reg._024_,21.28
bgc_8.row_reg._031_,21.28
bgc_9.comp_col._13_,21.28
res_mem_inst.slot\[15\].slot_reg._021_,21.28
bgc_2.comp_col.GR_bits\[5\],20.92
bgc_4.comp_col._06_,20.92
bgc_12.final_counter._06_,20.87
bgc_15.comp_row._08_,20.87
bgc_7.comp_col.pe1._13_,20.87
adder_tree._0240_,20.82
adder_tree._0516_,20.82
bgc_1.comp_row.GR_bits\[6\],20.82
bgc_12.comp_col.GR_bits\[3\],20.82
bgc_13.col_reg._000_\[1\],20.82
bgc_14.comp_row._04_,20.82
bgc_15.comp_row._09_,20.82
bgc_3.col_reg.mode\[1\],20.82
bgc_7.comp_col.GL_bits\[3\],20.82
bgc_7.comp_row.GR_bits\[5\],20.82
bgc_8.comp_col.GL_bits\[8\],20.82
bgc_9.comp_row._16_,20.82
res_mem_inst.slot\[11\].slot_reg.mode\[1\],20.82
net114,20.77
net197,20.77
adder_tree._0670_,20.77
adder_tree._0674_,20.77
bgc_0.col_reg._000_\[1\],20.77
bgc_0.comp_row._16_,20.77
bgc_0.final_counter._00_\[11\],20.77
bgc_1.comp_row.GR_bits\[5\],20.77
bgc_1.comp_row._12_,20.77
bgc_1.comp_row._13_,20.77
bgc_11.comp_col.GR_bits\[8\],20.77
bgc_13.comp_row._16_,20.77
bgc_13.final_counter._00_\[4\],20.77
bgc_13.lfsr_col._14_,20.77
bgc_2.col_reg._028_,20.77
bgc_2.comp_row.B\[0\],20.77
bgc_2.row_reg.mode\[1\],20.77
bgc_4.comp_col.GR_bits\[4\],20.77
bgc_4.comp_col.GR_bits\[9\],20.77
bgc_4.comp_row.GL_bits\[6\],20.77
bgc_6.final_counter._00_\[10\],20.77
bgc_7.final_counter._15_,20.77
bgc_8.comp_col.GL_bits\[7\],20.77
bgc_8.comp_row.pe1._11_,20.77
bgc_9.comp_col.GL_bits\[3\],20.77
bgc_9.comp_col._07_,20.77
bgc_9.comp_row.GR_bits\[9\],20.77
bgc_9.final_counter._03_,20.77
bgc_9.final_counter._04_,20.77
res_mem_inst.slot\[14\].slot_reg._016_,20.77
res_mem_inst.slot\[14\].slot_reg.mode\[0\],20.77
res_mem_inst.slot\[15\].slot_reg._020_,20.77
res_mem_inst.slot\[9\].slot_reg._044_,20.77
net1145,20.72
adder_tree._0329_,20.72
bgc_0.comp_row.pe1._10_,20.72
bgc_0.comp_row.pe2._10_,20.72
bgc_12.lfsr_col._00_\[4\],20.72
bgc_13.comp_col._17_,20.72
bgc_15.comp_col.pe2._14_,20.72
bgc_15.comp_row.pe1._03_,20.72
bgc_2.comp_col.GL_bits\[11\],20.72
bgc_3.comp_col.GL_bits\[10\],20.72
bgc_4.comp_col._09_,20.72
bgc_5.lfsr_col._18_,20.72
bgc_6.col_reg._036_,20.72
bgc_6.comp_row.GR_bits\[11\],20.72
bgc_7.col_reg._000_\[10\],20.72
bgc_8.comp_col.GL_index\[3\],20.72
bgc_8.comp_row.GL_bits\[9\],20.72
res_mem_inst.slot\[4\].slot_reg._000_\[4\],20.72
timer_inst._01_\[2\],20.72
timer_inst._01_\[5\],20.72
rst_n,20.63
bgc_12.comp_row.GR_bits\[6\],20.46
adder_tree._0609_,20.31
bgc_1.comp_col.pe1._06_,20.31
bgc_11.comp_col._08_,20.31
bgc_4.final_counter._04_,20.31
adder_tree._0013_,20.26
bgc_0.comp_col.pe1._13_,20.26
bgc_0.comp_row._09_,20.26
bgc_0.lfsr_col._00_\[11\],20.26
bgc_10.comp_col.GR_bits\[4\],20.26
bgc_10.comp_row._11_,20.26
bgc_12.comp_col.GL_bits\[3\],20.26
bgc_12.comp_row.GR_bits\[3\],20.26
bgc_12.comp_row.GR_bits\[4\],20.26
bgc_13.comp_col.GL_bits\[9\],20.26
bgc_14.comp_col.pe1._13_,20.26
bgc_14.comp_col.pe2._09_,20.26
bgc_15.comp_col.GL_bits\[9\],20.26
bgc_4.comp_col.GL_bits\[5\],20.26
bgc_4.comp_row.pe1._07_,20.26
bgc_5.col_reg._000_\[11\],20.26
bgc_6.comp_row.GL_bits\[4\],20.26
bgc_7.comp_col.GL_index\[2\],20.26
lfsr_enabler.row_load_count\[4\],20.26
adder_tree._0414_,20.21
adder_tree._0574_,20.21
adder_tree.r\[4\]\[5\],20.21
bgc_0.final_counter._06_,20.21
bgc_1.comp_row.GR_bits\[4\],20.21
bgc_1.comp_row._02_,20.21
bgc_1.final_counter._00_\[11\],20.21
bgc_11.final_counter._12_,20.21
bgc_11.lfsr_row._00_\[11\],20.21
bgc_3.comp_col.GR_bits\[11\],20.21
bgc_4.col_reg._000_\[3\],20.21
bgc_4.comp_col.GL_bits\[4\],20.21
bgc_6.comp_col.pe2._12_,20.21
bgc_6.final_counter._00_\[11\],20.21
bgc_7.comp_col._03_,20.21
bgc_8.comp_col.pe1._03_,20.21
bgc_8.comp_row.GL_index\[3\],20.21
bgc_9.comp_col.pe2._12_,20.21
res_mem_inst.slot\[13\].slot_reg._000_\[3\],20.21
res_mem_inst.slot\[4\].slot_reg._000_\[3\],20.21
res_mem_inst.slot\[4\].slot_reg._016_,20.21
timer_inst.cycle_cnt\[3\],20.21
_04_,20.16
net662,20.16
adder_tree._0190_,20.16
adder_tree._0701_,20.16
bgc_0.col_reg._000_\[0\],20.16
bgc_1.comp_row.pe2._03_,20.16
bgc_10.comp_row._10_,20.16
bgc_11.comp_row.pe2._12_,20.16
bgc_12.col_reg._030_,20.16
bgc_12.comp_col.GR_bits\[6\],20.16
bgc_13.comp_col.pe1._15_,20.16
bgc_14.comp_row.GR_bits\[0\],20.16
bgc_2.col_reg._022_,20.16
bgc_2.lfsr_col.seed_mem\[0\],20.16
bgc_4.comp_row.A\[0\],20.16
bgc_5.comp_col.pe1._01_,20.16
bgc_5.comp_row.GR_bits\[7\],20.16
bgc_5.lfsr_col._00_\[7\],20.16
bgc_6.lfsr_row._26_,20.16
bgc_7.col_reg._000_\[1\],20.16
bgc_7.comp_col.GL_bits\[4\],20.16
bgc_9.comp_col._10_,20.16
res_mem_inst.slot\[9\].slot_reg._017_,20.16
bgc_3.final_counter._04_,19.8
bgc_8.comp_row.pe2._15_,19.8
bgc_1.comp_col._03_,19.75
bgc_11.comp_col._04_,19.75
bgc_12.comp_row.GL_bits\[4\],19.75
bgc_14.final_counter._03_,19.75
bgc_14.lfsr_row.seed_mem\[11\],19.75
bgc_15.comp_row._06_,19.75
bgc_7.comp_row.GL_bits\[6\],19.75
bgc_7.comp_row.GL_index\[1\],19.75
adder_tree.r\[9\]\[2\],19.7
bgc_0.comp_row.GR_bits\[4\],19.7
bgc_10.comp_col.GR_bits\[5\],19.7
bgc_11.comp_col._06_,19.7
bgc_13.comp_col.GR_bits\[11\],19.7
bgc_13.comp_row.GL_bits\[3\],19.7
bgc_14.comp_col.pe1._14_,19.7
bgc_14.row_reg.mode\[0\],19.7
bgc_15.comp_row.GR_bits\[2\],19.7
bgc_15.row_reg.mode\[1\],19.7
bgc_2.comp_row.GR_bits\[11\],19.7
bgc_5.comp_col._09_,19.7
bgc_5.lfsr_col.seed_mem\[0\],19.7
bgc_6.comp_row.GR_bits\[8\],19.7
bgc_8.comp_row.pe1._15_,19.7
res_mem_inst.slot\[0\].slot_reg._016_,19.7
res_mem_inst.slot\[6\].slot_reg._016_,19.7
adder_tree._0307_,19.65
adder_tree._0351_,19.65
adder_tree._0382_,19.65
bgc_0.comp_col.pe1._16_,19.65
bgc_0.comp_row.A\[0\],19.65
bgc_0.comp_row.GL_bits\[4\],19.65
bgc_1.comp_col.GL_bits\[5\],19.65
bgc_1.lfsr_col._00_\[10\],19.65
bgc_10.comp_col.pe2._07_,19.65
bgc_10.final_counter._00_\[7\],19.65
bgc_11.comp_col.pe2._16_,19.65
bgc_13.final_counter._03_,19.65
bgc_14.comp_col.pe2._15_,19.65
bgc_14.comp_row.A\[0\],19.65
bgc_15.comp_col._12_,19.65
bgc_15.comp_row.GL_bits\[5\],19.65
bgc_4.col_reg._009_,19.65
bgc_4.comp_row.pe1._10_,19.65
bgc_5.prev_step_output\[1\],19.65
bgc_6.row_reg._000_\[0\],19.65
bgc_8.comp_row.GL_index\[2\],19.65
bgc_8.comp_row.pe1._09_,19.65
net479,19.6
adder_tree._0136_,19.6
adder_tree._0195_,19.6
adder_tree._0245_,19.6
adder_tree._0297_,19.6
adder_tree._0621_,19.6
bgc_0.col_reg.q\[0\],19.6
bgc_0.comp_col._05_,19.6
bgc_1.col_reg._016_,19.6
bgc_1.comp_row.pe2._12_,19.6
bgc_1.lfsr_col.seed_mem\[11\],19.6
bgc_11.col_reg._037_,19.6
bgc_12.comp_row._04_,19.6
bgc_13.comp_row.GR_bits\[8\],19.6
bgc_2.comp_row.pe1._12_,19.6
bgc_3.comp_col._10_,19.6
bgc_3.comp_row._09_,19.6
bgc_5.col_data_in\[3\],19.6
bgc_5.col_reg._028_,19.6
bgc_5.comp_col.GL_index\[3\],19.6
bgc_8.col_reg._034_,19.6
bgc_8.comp_row._15_,19.6
bgc_9.comp_col.pe1._07_,19.6
bgc_14.comp_col.GR_bits\[4\],19.24
bgc_7.comp_row.GL_bits\[3\],19.24
adder_tree._0060_,19.19
bgc_10.comp_row._09_,19.19
bgc_15.comp_row.GR_bits\[4\],19.19
bgc_3.comp_col.GL_bits\[3\],19.19
lfsr_enabler._04_,19.19
adder_tree._0103_,19.14
adder_tree._0224_,19.14
adder_tree._0587_,19.14
bgc_0.final_counter._12_,19.14
bgc_0.lfsr_row._26_,19.14
bgc_1.col_reg._038_,19.14
bgc_10.col_reg._016_,19.14
bgc_13.comp_row.GL_bits\[6\],19.14
bgc_13.comp_row.GR_bits\[11\],19.14
bgc_15.comp_col.GL_index\[2\],19.14
bgc_2.comp_col._12_,19.14
bgc_3.comp_row.pe2._03_,19.14
bgc_4.final_counter._00_\[11\],19.14
bgc_5.col_reg.mode\[1\],19.14
bgc_7.col_reg.mode\[1\],19.14
bgc_9.comp_col.GL_bits\[6\],19.14
adder_tree._0464_,19.09
bgc_0.col_reg._000_\[2\],19.09
bgc_0.prev_step_output\[11\],19.09
bgc_12.lfsr_row._26_,19.09
bgc_13.comp_col.pe2._10_,19.09
bgc_14.comp_col.pe2._12_,19.09
bgc_15.comp_row._17_,19.09
bgc_15.final_counter._14_,19.09
bgc_3.col_reg._034_,19.09
bgc_4.comp_col.GR_bits\[11\],19.09
bgc_4.comp_row.GR_bits\[5\],19.09
bgc_4.comp_row._15_,19.09
bgc_5.comp_row.pe2._09_,19.09
bgc_5.comp_row.pe2._12_,19.09
bgc_5.final_counter._00_\[0\],19.09
bgc_6.comp_col.GR_bits\[4\],19.09
bgc_6.comp_row.pe1._13_,19.09
bgc_7.comp_row._11_,19.09
bgc_8.comp_col._06_,19.09
bgc_8.comp_row.GL_index\[0\],19.09
bgc_8.final_counter._20_,19.09
bgc_9.lfsr_col._00_\[10\],19.09
res_mem_inst._001_\[5\],19.09
bgc_10.comp_col.pe1._14_,19.04
bgc_13.final_counter._04_,19.04
bgc_14.comp_row.pe2._14_,19.04
bgc_15.comp_row.pe1._14_,19.04
bgc_2.comp_col.GL_index\[2\],19.04
bgc_2.comp_col.pe1._14_,19.04
bgc_4.comp_col._04_,19.04
bgc_7.comp_col.GL_index\[1\],19.04
bgc_7.final_counter._26_,19.04
bgc_9.comp_col.GR_bits\[4\],19.04
res_mem_inst.slot\[10\].slot_reg._007_,19.04
res_mem_inst.slot\[14\].slot_reg._000_\[7\],19.04
bgc_2.comp_col._09_,18.81
bgc_3.comp_row.pe1._06_,18.68
bgc_6.comp_col.GL_bits\[3\],18.68
bgc_10.comp_row.GL_bits\[4\],18.63
bgc_11.comp_col.GL_bits\[6\],18.63
bgc_12.comp_row.GL_bits\[8\],18.63
bgc_15.comp_row.pe2._15_,18.63
bgc_4.final_counter._12_,18.63
bgc_5.comp_col.GR_bits\[6\],18.63
bgc_7.comp_row.GR_bits\[3\],18.63
adder_tree._0167_,18.58
adder_tree._0193_,18.58
bgc_1.comp_col.GL_bits\[6\],18.58
bgc_1.comp_row.pe1._15_,18.58
bgc_10.comp_col._08_,18.58
bgc_11.col_reg._028_,18.58
bgc_11.comp_col.GL_bits\[5\],18.58
bgc_3.comp_row.GL_bits\[3\],18.58
bgc_3.comp_row.GL_bits\[5\],18.58
bgc_4.comp_col.GL_bits\[6\],18.58
bgc_4.comp_col.GR_bits\[8\],18.58
bgc_5.comp_col.GR_bits\[3\],18.58
bgc_5.lfsr_col._26_,18.58
bgc_6.comp_col.A\[0\],18.58
bgc_6.comp_col._04_,18.58
bgc_6.prev_step_output\[5\],18.58
bgc_7.final_counter._00_\[11\],18.58
bgc_8.comp_row.GR_bits\[6\],18.58
bgc_8.prev_step_output\[8\],18.58
bgc_9.comp_col.GL_bits\[5\],18.58
bgc_9.row_reg.mode\[1\],18.58
timer_inst._01_\[11\],18.58
adder_tree._0275_,18.53
adder_tree._0417_,18.53
adder_tree._0488_,18.53
bgc_10.col_reg._000_\[1\],18.53
bgc_11.comp_row._14_,18.53
bgc_13.final_counter._23_,18.53
bgc_14.comp_row.GL_bits\[11\],18.53
bgc_15.comp_row.GL_bits\[10\],18.53
bgc_15.comp_row.pe2._03_,18.53
bgc_2.comp_col.x,18.53
bgc_3.comp_row.A\[0\],18.53
bgc_3.final_counter._23_,18.53
bgc_3.lfsr_col._26_,18.53
bgc_4.col_reg.mode\[0\],18.53
bgc_4.row_reg._000_\[11\],18.53
bgc_6.comp_row.GL_bits\[2\],18.53
bgc_7.comp_col.pe1._14_,18.53
bgc_7.final_counter._00_\[6\],18.53
bgc_8.col_data_in\[9\],18.53
bgc_9.comp_col.pe2._16_,18.53
bgc_9.comp_row.GR_bits\[6\],18.53
bgc_9.comp_row._12_,18.53
bgc_9.comp_row.pe1._12_,18.53
res_mem_inst.slot\[0\].slot_reg._000_\[1\],18.53
res_mem_inst.slot\[8\].slot_reg._000_\[8\],18.53
timer_inst.cycle_cnt\[6\],18.53
clknet_leaf_50_clk,18.53
net173,18.48
net179,18.48
adder_tree._0018_,18.48
adder_tree._0181_,18.48
adder_tree._0430_,18.48
bgc_0.comp_row.GR_bits\[5\],18.48
bgc_10.col_reg._039_,18.48
bgc_12.comp_col.GR_bits\[10\],18.48
bgc_12.row_reg._000_\[7\],18.48
bgc_13.col_reg._000_\[0\],18.48
bgc_13.col_reg._000_\[2\],18.48
bgc_13.col_reg._016_,18.48
bgc_13.comp_col.pe2._08_,18.48
bgc_14.comp_col._07_,18.48
bgc_14.comp_col._12_,18.48
bgc_14.comp_row.GR_bits\[3\],18.48
bgc_15.comp_row.GL_bits\[9\],18.48
bgc_15.comp_row.pe2._12_,18.48
bgc_15.final_counter._19_,18.48
bgc_15.row_reg._016_,18.48
bgc_2.row_reg._016_,18.48
bgc_3.col_reg._016_,18.48
bgc_3.comp_row._13_,18.48
bgc_5.comp_row.GL_bits\[0\],18.48
bgc_5.comp_row.pe1._03_,18.48
bgc_6.comp_col.GR_bits\[3\],18.48
bgc_6.comp_col._03_,18.48
bgc_6.comp_col._12_,18.48
bgc_7.comp_row._00_,18.48
bgc_9.comp_row.pe2._12_,18.48
res_mem_inst.slot\[0\].slot_reg._000_\[3\],18.48
res_mem_inst.slot\[5\].slot_reg._039_,18.48
bgc_0.comp_col.GL_bits\[3\],18.12
bgc_10.comp_row.GR_bits\[4\],18.12
bgc_12.comp_row.pe2._15_,18.12
adder_tree._0517_,18.07
bgc_0.comp_col.GR_bits\[4\],18.07
bgc_1.comp_col.GR_bits\[5\],18.07
bgc_1.comp_row.pe1._03_,18.07
bgc_11.comp_row.pe1._15_,18.07
bgc_6.comp_row.GL_index\[2\],18.07
bgc_9.comp_col.GL_bits\[4\],18.07
adder_tree.r\[4\]\[11\],18.02
bgc_0.comp_col.GL_bits\[6\],18.02
bgc_11.final_counter._06_,18.02
bgc_13.comp_row.GL_bits\[5\],18.02
bgc_13.comp_row.pe2._10_,18.02
bgc_14.row_reg._016_,18.02
bgc_15.comp_col.GR_bits\[2\],18.02
bgc_4.comp_row.GR_bits\[6\],18.02
bgc_5.comp_col.GL_bits\[5\],18.02
bgc_7.comp_col.GR_bits\[4\],18.02
