net,length_um
core.adder_tree._0410_,8.4
core.adder_tree._0442_,8.4
core.adder_tree._0494_,8.4
core.adder_tree._0557_,8.4
core.adder_tree._0595_,8.4
core.bgc_0.col_reg._038_,8.4
core.bgc_0.comp_col.A\[6\],8.4
core.bgc_0.comp_col._17_,8.4
core.bgc_0.comp_row.A\[10\],8.4
core.bgc_0.comp_row.A\[8\],8.4
core.bgc_0.comp_row.pe1._01_,8.4
core.bgc_0.comp_row.pe2._01_,8.4
core.bgc_0.comp_row.pe2._11_,8.4
core.bgc_0.lfsr_col._00_\[2\],8.4
core.bgc_0.lfsr_row._00_\[1\],8.4
core.bgc_0.lfsr_row._14_,8.4
core.bgc_1.col_reg._048_,8.4
core.bgc_1.comp_col.x,8.4
core.bgc_1.comp_row.GL_bits\[10\],8.4
core.bgc_1.lfsr_row._00_\[3\],8.4
core.bgc_1.lfsr_row._00_\[8\],8.4
core.bgc_1.lfsr_row._02_,8.4
core.bgc_1.row_reg._000_\[3\],8.4
core.bgc_1.row_reg._047_,8.4
core.bgc_10._02_,8.4
core.bgc_10.col_data_in\[0\],8.4
core.bgc_10.col_reg.mode\[0\],8.4
core.bgc_10.comp_col.GL_bits\[0\],8.4
core.bgc_10.comp_col.pe2._14_,8.4
core.bgc_10.lfsr_row._15_,8.4
core.bgc_10.row_reg._016_,8.4
core.bgc_11.col_reg._000_\[0\],8.4
core.bgc_11.col_reg._009_,8.4
core.bgc_11.comp_col._15_,8.4
core.bgc_11.lfsr_row._06_,8.4
core.bgc_11.row_reg._051_,8.4
core.bgc_11.row_reg._052_,8.4
core.bgc_12.col_reg._031_,8.4
core.bgc_12.comp_col.pe1._06_,8.4
core.bgc_12.comp_row.A\[5\],8.4
core.bgc_12.lfsr_col._00_\[2\],8.4
core.bgc_12.row_reg._010_,8.4
core.bgc_12.row_reg._040_,8.4
core.bgc_12.row_reg._051_,8.4
core.bgc_13.comp_row.GL_bits\[2\],8.4
core.bgc_13.comp_row.pe1._07_,8.4
core.bgc_13.comp_row.pe2._08_,8.4
core.bgc_13.lfsr_row._06_,8.4
core.bgc_13.row_reg._040_,8.4
core.bgc_14.col_reg._032_,8.4
core.bgc_14.comp_col.pe2._04_,8.4
core.bgc_14.comp_row.A\[1\],8.4
core.bgc_14.comp_row.A\[4\],8.4
core.bgc_14.final_counter._00_\[10\],8.4
core.bgc_14.row_reg._000_\[6\],8.4
core.bgc_15.comp_col.pe1._12_,8.4
core.bgc_15.comp_row.pe1._09_,8.4
core.bgc_15.comp_row.pe2._02_,8.4
core.bgc_15.final_counter._00_\[4\],8.4
core.bgc_15.lfsr_col._05_,8.4
core.bgc_15.lfsr_col._07_,8.4
core.bgc_15.lfsr_col._13_,8.4
core.bgc_15.lfsr_row._21_,8.4
core.bgc_15.row_reg._000_\[1\],8.4
core.bgc_15.row_reg._045_,8.4
core.bgc_2.col_data_in\[9\],8.4
core.bgc_2.col_reg._007_,8.4
core.bgc_2.col_reg._033_,8.4
core.bgc_2.col_reg._037_,8.4
core.bgc_2.comp_col.A\[7\],8.4
core.bgc_2.comp_col.GR_index\[0\],8.4
core.bgc_2.lfsr_row._00_\[6\],8.4
core.bgc_2.lfsr_row._19_,8.4
core.bgc_2.row_reg._000_\[1\],8.4
core.bgc_2.row_reg._015_,8.4
core.bgc_2.row_reg._044_,8.4
core.bgc_2.row_reg._051_,8.4
core.bgc_3.col_reg._000_\[11\],8.4
core.bgc_3.col_reg._029_,8.4
core.bgc_3.comp_col.A\[8\],8.4
core.bgc_3.comp_col.pe1._00_,8.4
core.bgc_3.comp_row.pe1._07_,8.4
core.bgc_3.comp_row.pe2._05_,8.4
core.bgc_3.lfsr_col._11_,8.4
core.bgc_3.row_reg._026_,8.4
core.bgc_3.row_reg._031_,8.4
core.bgc_4.final_counter._00_\[1\],8.4
core.bgc_4.lfsr_row._00_\[8\],8.4
core.bgc_4.row_reg._025_,8.4
core.bgc_5.col_reg._000_\[7\],8.4
core.bgc_5.col_reg._036_,8.4
core.bgc_5.col_reg._051_,8.4
core.bgc_5.final_counter._00_\[0\],8.4
core.bgc_5.lfsr_col._02_,8.4
core.bgc_5.lfsr_row._07_,8.4
core.bgc_5.lfsr_row._08_,8.4
core.bgc_5.lfsr_row._21_,8.4
core.bgc_5.row_reg._019_,8.4
core.bgc_6.col_reg._000_\[3\],8.4
core.bgc_6.col_reg._008_,8.4
core.bgc_6.comp_col.pe1._06_,8.4
core.bgc_6.comp_row.GR_index\[2\],8.4
core.bgc_6.final_counter._02_,8.4
core.bgc_6.final_counter._24_,8.4
core.bgc_6.lfsr_row._00_\[7\],8.4
core.bgc_7.col_reg._012_,8.4
core.bgc_7.col_reg._051_,8.4
core.bgc_7.comp_col.A\[11\],8.4
core.bgc_7.comp_col._11_,8.4
core.bgc_7.comp_row.A\[7\],8.4
core.bgc_7.comp_row._16_,8.4
core.bgc_7.final_counter._00_\[10\],8.4
core.bgc_7.lfsr_col._12_,8.4
core.bgc_7.lfsr_col._13_,8.4
core.bgc_8.col_data_in\[7\],8.4
core.bgc_8.col_reg._000_\[6\],8.4
core.bgc_8.comp_col._12_,8.4
core.bgc_8.comp_row.GR_bits\[9\],8.4
core.bgc_8.final_counter._26_,8.4
core.bgc_8.lfsr_col._12_,8.4
core.bgc_8.lfsr_col._15_,8.4
core.bgc_8.lfsr_col._20_,8.4
core.bgc_8.row_reg._028_,8.4
core.bgc_8.row_reg._030_,8.4
core.bgc_8.row_reg._051_,8.4
core.bgc_9.col_reg._023_,8.4
core.bgc_9.comp_col.A\[11\],8.4
core.bgc_9.comp_col.pe1._01_,8.4
core.bgc_9.comp_col.pe2._00_,8.4
core.bgc_9.comp_row.GL_bits\[1\],8.4
core.bgc_9.comp_row._00_,8.4
core.bgc_9.final_counter._00_\[10\],8.4
core.bgc_9.final_counter._00_\[5\],8.4
core.bgc_9.final_counter._13_,8.4
core.bgc_9.lfsr_row._00_\[1\],8.4
core.bgc_9.lfsr_row._13_,8.4
core.res_mem_inst.slot\[10\].slot_reg._032_,8.4
core.res_mem_inst.slot\[11\].slot_reg._018_,8.4
core.res_mem_inst.slot\[11\].slot_reg._031_,8.4
core.res_mem_inst.slot\[12\].slot_reg._000_\[11\],8.4
core.res_mem_inst.slot\[13\].slot_reg._000_\[11\],8.4
core.res_mem_inst.slot\[13\].slot_reg._000_\[8\],8.4
core.res_mem_inst.slot\[13\].slot_reg._008_,8.4
core.res_mem_inst.slot\[13\].slot_reg._021_,8.4
core.res_mem_inst.slot\[13\].slot_reg._035_,8.4
core.res_mem_inst.slot\[14\].slot_reg._000_\[10\],8.4
core.res_mem_inst.slot\[2\].slot_reg._017_,8.4
core.res_mem_inst.slot\[2\].slot_reg._031_,8.4
core.res_mem_inst.slot\[2\].slot_reg._040_,8.4
core.res_mem_inst.slot\[2\].slot_reg._045_,8.4
core.res_mem_inst.slot\[3\].slot_reg._000_\[11\],8.4
core.res_mem_inst.slot\[4\].slot_reg._015_,8.4
core.res_mem_inst.slot\[5\].slot_reg._031_,8.4
core.res_mem_inst.slot\[7\].slot_reg._000_\[0\],8.4
core.res_mem_inst.slot\[7\].slot_reg._013_,8.4
core.res_mem_inst.slot\[9\].slot_reg._018_,8.4
core.res_mem_inst.slot\[9\].slot_reg._024_,8.4
net82,8.4
net649,8.31
net651,8.31
net670,8.19
net659,8.155
net687,8.11
core.adder_tree._0446_,7.99
core.bgc_10.comp_col.pe2._02_,7.99
core.bgc_11.comp_row._14_,7.99
core.bgc_5.comp_row._16_,7.99
core.bgc_6.comp_row.GL_index\[1\],7.99
core.bgc_9.final_counter._19_,7.99
net1310,7.94
net220,7.94
net245,7.94
net833,7.94
core.adder_tree._0012_,7.94
core.adder_tree._0376_,7.94
core.adder_tree._0443_,7.94
core.adder_tree._0637_,7.94
core.bgc_0.comp_col.GL_bits\[1\],7.94
core.bgc_0.lfsr_col._06_,7.94
core.bgc_1.comp_col._15_,7.94
core.bgc_1.comp_row._11_,7.94
core.bgc_10.col_reg._027_,7.94
core.bgc_10.comp_col.pe2._10_,7.94
core.bgc_10.comp_col.pe2._17_,7.94
core.bgc_11.comp_col.GL_bits\[8\],7.94
core.bgc_11.comp_col.GL_bits\[9\],7.94
core.bgc_11.comp_col.pe2._17_,7.94
core.bgc_11.row_reg._038_,7.94
core.bgc_11.row_reg.mode\[0\],7.94
core.bgc_12.comp_col._13_,7.94
core.bgc_12.comp_col.pe2._10_,7.94
core.bgc_12.comp_row.GL_bits\[7\],7.94
core.bgc_12.comp_row.GR_bits\[10\],7.94
core.bgc_12.final_counter._00_\[3\],7.94
core.bgc_14.col_reg._000_\[1\],7.94
core.bgc_14.col_reg._029_,7.94
core.bgc_14.col_reg._033_,7.94
core.bgc_14.comp_col.pe1._17_,7.94
core.bgc_14.comp_row.pe1._08_,7.94
core.bgc_15.col_reg._016_,7.94
core.bgc_15.col_reg._022_,7.94
core.bgc_15.comp_row._15_,7.94
core.bgc_15.final_counter._17_,7.94
core.bgc_2.comp_col.pe1._08_,7.94
core.bgc_2.comp_col.pe2._17_,7.94
core.bgc_2.lfsr_row._10_,7.94
core.bgc_2.row_reg._000_\[3\],7.94
core.bgc_2.row_reg._029_,7.94
core.bgc_3.col_reg._000_\[0\],7.94
core.bgc_3.col_reg._000_\[4\],7.94
core.bgc_3.comp_row.GR_bits\[7\],7.94
core.bgc_4.col_reg._024_,7.94
core.bgc_4.comp_col.GR_bits\[9\],7.94
core.bgc_4.comp_row.GL_bits\[7\],7.94
core.bgc_4.comp_row._15_,7.94
core.bgc_5.comp_row.GR_index\[0\],7.94
core.bgc_5.comp_row.pe2._07_,7.94
core.bgc_7.col_reg._020_,7.94
core.bgc_8.lfsr_col._24_,7.94
core.bgc_9.comp_col.GL_bits\[2\],7.94
core.bgc_9.comp_row.GR_index\[2\],7.94
core.lfsr_enabler._20_,7.94
core.res_mem_inst.slot\[0\].slot_reg._000_\[0\],7.94
core.res_mem_inst.slot\[0\].slot_reg._030_,7.94
core.res_mem_inst.slot\[14\].slot_reg._000_\[2\],7.94
core.res_mem_inst.slot\[8\].slot_reg._021_,7.94
net902,7.89
net1007,7.89
net1082,7.89
net1100,7.89
net1153,7.89
net1165,7.89
net1184,7.89
net1209,7.89
net1277,7.89
net1369,7.89
net1384,7.89
net1405,7.89
net86,7.89
net213,7.89
net276,7.89
net441,7.89
net509,7.89
net551,7.89
net568,7.89
core.adder_tree._0004_,7.89
core.adder_tree._0183_,7.89
core.adder_tree._0231_,7.89
core.adder_tree._0405_,7.89
core.adder_tree._0511_,7.89
core.adder_tree._0713_,7.89
core.bgc_0.comp_row._14_,7.89
core.bgc_0.comp_row.pe2._10_,7.89
core.bgc_0.final_counter._00_\[10\],7.89
core.bgc_0.row_reg._000_\[7\],7.89
core.bgc_1.comp_col.pe1._03_,7.89
core.bgc_1.comp_row.pe2._07_,7.89
core.bgc_1.lfsr_col._24_,7.89
core.bgc_1.row_reg._030_,7.89
core.bgc_10.lfsr_row._00_\[5\],7.89
core.bgc_10.row_reg._002_,7.89
core.bgc_12.comp_col.pe1._00_,7.89
core.bgc_13.comp_row._00_,7.89
core.bgc_14.comp_row.GR_bits\[0\],7.89
core.bgc_14.lfsr_row._00_\[3\],7.89
core.bgc_15._02_,7.89
core.bgc_15.comp_col.pe2._02_,7.89
core.bgc_2.comp_col.GL_bits\[0\],7.89
core.bgc_2.comp_col.GL_bits\[9\],7.89
core.bgc_2.comp_col.pe1._02_,7.89
core.bgc_2.row_reg._052_,7.89
core.bgc_3.col_reg._038_,7.89
core.bgc_3.lfsr_row._08_,7.89
core.bgc_4.comp_col.pe1._06_,7.89
core.bgc_4.comp_row._01_,7.89
core.bgc_4.final_counter._17_,7.89
core.bgc_4.lfsr_col._01_,7.89
core.bgc_5.comp_col._01_,7.89
core.bgc_5.comp_row.GR_index\[2\],7.89
core.bgc_5.comp_row.pe1._11_,7.89
core.bgc_5.comp_row.pe2._04_,7.89
core.bgc_5.row_reg._000_\[2\],7.89
core.bgc_6.col_reg._001_,7.89
core.bgc_6.final_counter._08_,7.89
core.bgc_7.col_data_in\[4\],7.89
core.bgc_7.comp_col.GR_bits\[0\],7.89
core.bgc_7.comp_col.pe2._06_,7.89
core.bgc_7.comp_row.A\[4\],7.89
core.bgc_7.comp_row.pe2._01_,7.89
core.bgc_7.lfsr_col._03_,7.89
core.bgc_8.col_reg._000_\[11\],7.89
core.bgc_8.comp_row.GR_index\[2\],7.89
core.bgc_8.lfsr_col._00_\[8\],7.89
core.bgc_9.col_data_in\[5\],7.89
core.bgc_9.comp_col._10_,7.89
core.bgc_9.comp_col.pe1._02_,7.89
core.bgc_9.final_counter._00_\[6\],7.89
core.bgc_9.lfsr_col._00_\[2\],7.89
core.bgc_9.lfsr_col._23_,7.89
core.res_mem_inst.slot\[0\].slot_reg._000_\[11\],7.89
core.res_mem_inst.slot\[0\].slot_reg._052_,7.89
core.res_mem_inst.slot\[10\].slot_reg._005_,7.89
core.res_mem_inst.slot\[10\].slot_reg._024_,7.89
core.res_mem_inst.slot\[10\].slot_reg._033_,7.89
core.res_mem_inst.slot\[12\].slot_reg._004_,7.89
core.res_mem_inst.slot\[13\].slot_reg._000_\[6\],7.89
core.res_mem_inst.slot\[13\].slot_reg._000_\[9\],7.89
core.res_mem_inst.slot\[13\].slot_reg._046_,7.89
core.res_mem_inst.slot\[14\].slot_reg._046_,7.89
core.res_mem_inst.slot\[15\].slot_reg._030_,7.89
core.res_mem_inst.slot\[2\].slot_reg._006_,7.89
core.res_mem_inst.slot\[5\].slot_reg._000_\[4\],7.89
core.res_mem_inst.slot\[5\].slot_reg._008_,7.89
core.res_mem_inst.slot\[7\].slot_reg._031_,7.89
core.timer_inst._08_,7.89
core.timer_inst._23_,7.89
net960,7.84
net996,7.84
net1017,7.84
net1040,7.84
net1140,7.84
net1200,7.84
net1267,7.84
net1271,7.84
net1362,7.84
net1379,7.84
net1380,7.84
net1399,7.84
net1411,7.84
net1485,7.84
net1486,7.84
net99,7.84
net120,7.84
net123,7.84
net126,7.84
net193,7.84
net242,7.84
net247,7.84
net311,7.84
net319,7.84
net365,7.84
net385,7.84
net397,7.84
net410,7.84
net477,7.84
net522,7.84
net528,7.84
net531,7.84
net552,7.84
net557,7.84
net594,7.84
net696,7.84
net711,7.84
net740,7.84
net785,7.84
net799,7.84
net858,7.84
net859,7.84
net869,7.84
core.adder_tree._0032_,7.84
core.adder_tree._0047_,7.84
core.adder_tree._0175_,7.84
core.adder_tree._0255_,7.84
core.adder_tree._0269_,7.84
core.adder_tree._0302_,7.84
core.adder_tree._0317_,7.84
core.adder_tree._0349_,7.84
core.adder_tree._0352_,7.84
core.adder_tree._0385_,7.84
core.adder_tree._0615_,7.84
core.adder_tree._0670_,7.84
core.adder_tree._0680_,7.84
core.bgc_0.col_reg._013_,7.84
core.bgc_0.col_reg._015_,7.84
core.bgc_0.col_reg._026_,7.84
core.bgc_0.col_reg._035_,7.84
core.bgc_0.col_reg._046_,7.84
core.bgc_0.comp_row.pe1._17_,7.84
core.bgc_0.final_counter._00_\[11\],7.84
core.bgc_0.lfsr_col._20_,7.84
core.bgc_0.lfsr_row._00_\[4\],7.84
core.bgc_0.lfsr_row._08_,7.84
core.bgc_0.row_reg._013_,7.84
core.bgc_1.col_reg._010_,7.84
core.bgc_1.col_reg._049_,7.84
core.bgc_1.comp_col.A\[2\],7.84
core.bgc_1.comp_col.GR_index\[0\],7.84
core.bgc_1.comp_col._19_,7.84
core.bgc_1.comp_row.pe2._02_,7.84
core.bgc_1.final_counter._10_,7.84
core.bgc_1.lfsr_col._12_,7.84
core.bgc_1.lfsr_col._13_,7.84
core.bgc_1.lfsr_col._20_,7.84
core.bgc_1.row_reg._022_,7.84
core.bgc_10.col_reg._022_,7.84
core.bgc_10.col_reg._037_,7.84
core.bgc_10.comp_col.A\[7\],7.84
core.bgc_10.comp_row.pe2._10_,7.84
core.bgc_10.lfsr_col._00_\[10\],7.84
core.bgc_10.row_reg._000_\[9\],7.84
core.bgc_10.row_reg._012_,7.84
core.bgc_10.row_reg._019_,7.84
core.bgc_11.comp_col.A\[7\],7.84
core.bgc_11.comp_col.pe1._11_,7.84
core.bgc_11.comp_row.GL_bits\[0\],7.84
core.bgc_11.comp_row.pe2._01_,7.84
core.bgc_11.final_counter._10_,7.84
core.bgc_11.final_counter._13_,7.84
core.bgc_11.lfsr_col._00_\[4\],7.84
core.bgc_11.lfsr_col._14_,7.84
core.bgc_11.lfsr_row._00_\[3\],7.84
core.bgc_11.lfsr_row._21_,7.84
core.bgc_11.row_reg._000_\[2\],7.84
core.bgc_11.row_reg._035_,7.84
core.bgc_12.col_reg._019_,7.84
core.bgc_12.comp_col.GL_bits\[10\],7.84
core.bgc_12.comp_col._14_,7.84
core.bgc_12.final_counter._00_\[1\],7.84
core.bgc_12.final_counter._11_,7.84
core.bgc_12.row_reg._019_,7.84
core.bgc_12.row_reg._024_,7.84
core.bgc_13.comp_col._14_,7.84
core.bgc_13.comp_col.pe1._07_,7.84
core.bgc_13.comp_row.pe1._00_,7.84
core.bgc_13.final_counter._11_,7.84
core.bgc_13.lfsr_col._20_,7.84
core.bgc_13.lfsr_row._00_\[6\],7.84
core.bgc_13.lfsr_row._23_,7.84
core.bgc_13.row_reg._015_,7.84
core.bgc_14.col_reg._021_,7.84
core.bgc_14.col_reg._046_,7.84
core.bgc_14.comp_col.A\[11\],7.84
core.bgc_14.comp_col.A\[7\],7.84
core.bgc_14.comp_row.A\[11\],7.84
core.bgc_14.comp_row.GL_bits\[8\],7.84
core.bgc_14.comp_row._00_,7.84
core.bgc_14.comp_row._17_,7.84
core.bgc_14.comp_row.pe1._01_,7.84
core.bgc_14.final_counter._00_\[7\],7.84
core.bgc_14.lfsr_col._00_\[1\],7.84
core.bgc_14.row_reg._048_,7.84
core.bgc_15.col_data_in\[2\],7.84
core.bgc_15.comp_col._00_,7.84
core.bgc_15.comp_col._01_,7.84
core.bgc_15.comp_col.pe1._00_,7.84
core.bgc_15.comp_row.A\[4\],7.84
core.bgc_15.comp_row.GL_bits\[7\],7.84
core.bgc_15.comp_row.pe1._01_,7.84
core.bgc_15.comp_row.pe2._06_,7.84
core.bgc_15.comp_row.pe2._17_,7.84
core.bgc_15.lfsr_col._17_,7.84
core.bgc_15.lfsr_col._19_,7.84
core.bgc_15.lfsr_row._26_,7.84
core.bgc_15.row_reg._000_\[2\],7.84
core.bgc_15.row_reg._015_,7.84
core.bgc_15.row_reg._019_,7.84
core.bgc_2.col_reg._027_,7.84
core.bgc_2.col_reg._045_,7.84
core.bgc_2.col_reg._046_,7.84
core.bgc_2.col_reg._048_,7.84
core.bgc_2.col_reg._049_,7.84
core.bgc_2.comp_col.pe2._02_,7.84
core.bgc_2.comp_row.GL_bits\[1\],7.84
core.bgc_2.lfsr_col._10_,7.84
core.bgc_2.lfsr_col._19_,7.84
core.bgc_2.lfsr_row._01_,7.84
core.bgc_2.lfsr_row._14_,7.84
core.bgc_2.row_reg.mode\[0\],7.84
core.bgc_3.col_reg._017_,7.84
core.bgc_3.comp_col.GR_bits\[10\],7.84
core.bgc_3.comp_col._15_,7.84
core.bgc_3.comp_col.pe1._12_,7.84
core.bgc_3.comp_row.A\[7\],7.84
core.bgc_3.final_counter._00_\[5\],7.84
core.bgc_3.final_counter._00_\[9\],7.84
core.bgc_3.final_counter._07_,7.84
core.bgc_3.final_counter._11_,7.84
core.bgc_3.lfsr_col._09_,7.84
core.bgc_3.row_reg._000_\[11\],7.84
core.bgc_3.row_reg._020_,7.84
core.bgc_4.col_reg._049_,7.84
core.bgc_4.comp_col.GR_index\[0\],7.84
core.bgc_4.comp_row.A\[3\],7.84
core.bgc_4.comp_row._00_,7.84
core.bgc_4.comp_row.pe1._05_,7.84
core.bgc_4.lfsr_col._00_\[8\],7.84
core.bgc_4.lfsr_col._10_,7.84
core.bgc_4.lfsr_row._18_,7.84
core.bgc_4.row_reg._038_,7.84
core.bgc_4.row_reg._047_,7.84
core.bgc_5.comp_col.pe1._14_,7.84
core.bgc_5.comp_row.A\[11\],7.84
core.bgc_5.comp_row._00_,7.84
core.bgc_5.comp_row.pe1._07_,7.84
core.bgc_5.final_counter._27_,7.84
core.bgc_5.lfsr_col._00_\[11\],7.84
core.bgc_5.lfsr_col._00_\[6\],7.84
core.bgc_5.lfsr_col._15_,7.84
core.bgc_5.row_reg._017_,7.84
core.bgc_6._03_,7.84
core.bgc_6.col_data_in\[10\],7.84
core.bgc_6.col_reg._028_,7.84
core.bgc_6.col_reg._045_,7.84
core.bgc_6.comp_col._00_,7.84
core.bgc_6.final_counter._05_,7.84
core.bgc_6.lfsr_col._03_,7.84
core.bgc_6.lfsr_col._15_,7.84
core.bgc_6.lfsr_row._06_,7.84
core.bgc_6.lfsr_row._20_,7.84
core.bgc_6.row_reg._003_,7.84
core.bgc_6.row_reg._027_,7.84
core.bgc_6.row_reg._050_,7.84
core.bgc_7.comp_col._01_,7.84
core.bgc_7.comp_col._16_,7.84
core.bgc_7.comp_col.pe2._03_,7.84
core.bgc_7.comp_row.A\[11\],7.84
core.bgc_7.comp_row.GL_bits\[10\],7.84
core.bgc_7.lfsr_col._00_\[11\],7.84
core.bgc_7.lfsr_row._00_\[1\],7.84
core.bgc_7.lfsr_row._06_,7.84
core.bgc_7.lfsr_row._12_,7.84
core.bgc_7.lfsr_row._22_,7.84
core.bgc_7.row_reg._000_\[5\],7.84
core.bgc_7.row_reg._018_,7.84
core.bgc_8.col_data_in\[2\],7.84
core.bgc_8.col_reg._051_,7.84
core.bgc_8.comp_row.A\[6\],7.84
core.bgc_8.comp_row.GL_bits\[10\],7.84
core.bgc_8.final_counter._00_\[5\],7.84
core.bgc_8.lfsr_col._00_\[7\],7.84
core.bgc_8.lfsr_col._14_,7.84
core.bgc_8.lfsr_row._08_,7.84
core.bgc_8.row_reg._037_,7.84
core.bgc_9.comp_col.A\[6\],7.84
core.bgc_9.comp_col.pe1._08_,7.84
core.bgc_9.comp_row.pe2._00_,7.84
core.bgc_9.final_counter._23_,7.84
core.bgc_9.lfsr_row._00_\[0\],7.84
core.bgc_9.lfsr_row._00_\[6\],7.84
core.bgc_9.lfsr_row._05_,7.84
core.bgc_9.lfsr_row._08_,7.84
core.bgc_9.lfsr_row._15_,7.84
core.bgc_9.row_reg._001_,7.84
core.bgc_9.row_reg._012_,7.84
core.lfsr_enabler._09_,7.84
core.res_mem_inst.slot\[0\].slot_reg._014_,7.84
core.res_mem_inst.slot\[10\].slot_reg._010_,7.84
core.res_mem_inst.slot\[10\].slot_reg._017_,7.84
core.res_mem_inst.slot\[10\].slot_reg._023_,7.84
core.res_mem_inst.slot\[10\].slot_reg._028_,7.84
core.res_mem_inst.slot\[10\].slot_reg._051_,7.84
core.res_mem_inst.slot\[12\].slot_reg._013_,7.84
core.res_mem_inst.slot\[12\].slot_reg._029_,7.84
core.res_mem_inst.slot\[12\].slot_reg._051_,7.84
core.res_mem_inst.slot\[13\].slot_reg._000_\[10\],7.84
core.res_mem_inst.slot\[15\].slot_reg._000_\[0\],7.84
core.res_mem_inst.slot\[1\].slot_reg._025_,7.84
core.res_mem_inst.slot\[2\].slot_reg._044_,7.84
core.res_mem_inst.slot\[2\].slot_reg._048_,7.84
core.res_mem_inst.slot\[3\].slot_reg._003_,7.84
core.res_mem_inst.slot\[3\].slot_reg._023_,7.84
core.res_mem_inst.slot\[4\].slot_reg._000_\[10\],7.84
core.res_mem_inst.slot\[4\].slot_reg._011_,7.84
core.res_mem_inst.slot\[4\].slot_reg._050_,7.84
core.res_mem_inst.slot\[5\].slot_reg._005_,7.84
core.res_mem_inst.slot\[5\].slot_reg._013_,7.84
core.res_mem_inst.slot\[5\].slot_reg._027_,7.84
core.res_mem_inst.slot\[6\].slot_reg._031_,7.84
core.res_mem_inst.slot\[6\].slot_reg._040_,7.84
core.res_mem_inst.slot\[7\].slot_reg._047_,7.84
core.res_mem_inst.slot\[7\].slot_reg._049_,7.84
core.res_mem_inst.slot\[8\].slot_reg._003_,7.84
core.res_mem_inst.slot\[8\].slot_reg._030_,7.84
core.res_mem_inst.slot\[8\].slot_reg._034_,7.84
core.res_mem_inst.slot\[9\].slot_reg._035_,7.84
core.res_mem_inst.slot\[9\].slot_reg._047_,7.84
core.timer_inst._01_\[2\],7.84
core.timer_inst._01_\[7\],7.84
net1360,7.84
net653,7.695
net640,7.675
core.bgc_2.comp_col.pe2._03_,7.66
net647,7.615
load_row_or_col,7.61
net652,7.58
net636,7.535
net676,7.515
net646,7.5
net656,7.5
core.adder_tree._0504_,7.43
core.bgc_14.comp_col.GL_bits\[2\],7.43
core.bgc_14.comp_row._15_,7.43
core.bgc_15.comp_col.GL_bits\[7\],7.43
core.bgc_15.comp_row.pe1._06_,7.43
core.bgc_8.comp_col.GR_bits\[9\],7.43
net890,7.38
core.adder_tree._0008_,7.38
core.adder_tree._0087_,7.38
core.adder_tree._0275_,7.38
core.adder_tree._0322_,7.38
core.bgc_0.final_counter._25_,7.38
core.bgc_1.comp_col.pe1._00_,7.38
core.bgc_1.comp_row.GL_bits\[7\],7.38
core.bgc_1.comp_row.GR_bits\[10\],7.38
core.bgc_11.comp_col.GR_bits\[7\],7.38
core.bgc_11.comp_col.pe2._02_,7.38
core.bgc_12.comp_row._16_,7.38
core.bgc_13.comp_col.GR_index\[0\],7.38
core.bgc_13.comp_col.pe2._17_,7.38
core.bgc_13.comp_row.GR_bits\[1\],7.38
core.bgc_13.lfsr_col._08_,7.38
core.bgc_14.comp_col.GL_bits\[7\],7.38
core.bgc_14.comp_row.pe1._02_,7.38
core.bgc_14.row_reg._024_,7.38
core.bgc_2.col_reg._015_,7.38
core.bgc_2.comp_col.GL_index\[2\],7.38
core.bgc_2.comp_row.pe1._03_,7.38
core.bgc_3.comp_col._16_,7.38
core.bgc_3.comp_row.pe1._17_,7.38
core.bgc_3.final_counter._06_,7.38
core.bgc_5.col_reg._044_,7.38
core.bgc_5.comp_col._14_,7.38
core.bgc_5.comp_row.pe1._03_,7.38
core.bgc_7.comp_col.GL_bits\[8\],7.38
core.bgc_7.comp_col.pe2._04_,7.38
core.bgc_7.comp_row.GL_index\[2\],7.38
core.bgc_7.comp_row.GR_bits\[9\],7.38
core.bgc_7.lfsr_col._05_,7.38
core.bgc_9.comp_row.pe2._02_,7.38
net655,7.375
net897,7.33
net906,7.33
net957,7.33
net975,7.33
net1032,7.33
net1115,7.33
net1367,7.33
net1393,7.33
net290,7.33
net294,7.33
net569,7.33
net733,7.33
net870,7.33
core.adder_tree._0031_,7.33
core.adder_tree._0206_,7.33
core.adder_tree._0375_,7.33
core.adder_tree._0701_,7.33
core.bgc_0.col_reg._040_,7.33
core.bgc_0.comp_col._18_,7.33
core.bgc_0.lfsr_row._21_,7.33
core.bgc_1.comp_col.pe1._10_,7.33
core.bgc_1.lfsr_row._19_,7.33
core.bgc_1.row_reg._029_,7.33
core.bgc_10.comp_col.GR_index\[2\],7.33
core.bgc_10.lfsr_col._13_,7.33
core.bgc_10.row_reg._000_\[11\],7.33
core.bgc_11.col_reg._000_\[3\],7.33
core.bgc_11.col_reg._052_,7.33
core.bgc_11.comp_col.x,7.33
core.bgc_12.col_reg._046_,7.33
core.bgc_12.comp_col.pe2._04_,7.33
core.bgc_13.comp_row.GR_index\[0\],7.33
core.bgc_13.comp_row.GR_index\[1\],7.33
core.bgc_13.lfsr_row._18_,7.33
core.bgc_14.col_data_in\[10\],7.33
core.bgc_14.col_reg._004_,7.33
core.bgc_14.comp_col._14_,7.33
core.bgc_14.comp_col._16_,7.33
core.bgc_14.comp_row.GR_index\[0\],7.33
core.bgc_14.lfsr_row._20_,7.33
core.bgc_15.comp_row.A\[0\],7.33
