seed_index,seed_hex,B=512_count,B=512_expected,B=512_abs_error,B=1024_count,B=1024_expected,B=1024_abs_error,B=1536_count,B=1536_expected,B=1536_abs_error,B=2048_count,B=2048_expected,B=2048_abs_error,B=2560_count,B=2560_expected,B=2560_abs_error,B=3072_count,B=3072_expected,B=3072_abs_error,B=3584_count,B=3584_expected,B=3584_abs_error,mean_abs_error,mean_rel_error_pct
132,0x738,49,62.6221,13.6221,116,125.122,9.12207,183,187.622,4.62207,246,250.122,4.12207,313,312.622,0.37793,375,375.122,0.12207,437,437.622,0.62207,4.65862,4.77864
133,0x513,62,62.6221,0.62207,128,125.122,2.87793,192,187.622,4.37793,252,250.122,1.87793,318,312.622,5.37793,376,375.122,0.87793,436,437.622,1.62207,2.51911,1.24323
134,0x474,63,62.6221,0.37793,124,125.122,1.12207,186,187.622,1.62207,247,250.122,3.12207,308,312.622,4.62207,369,375.122,6.12207,430,437.622,7.62207,3.51576,1.20932
135,0x7fe,84,62.6221,21.3779,141,125.122,15.8779,200,187.622,12.3779,257,250.122,6.87793,313,312.622,0.37793,372,375.122,3.12207,428,437.622,9.62207,9.94768,8.47528
136,0x32c,56,62.6221,6.62207,121,125.122,4.12207,186,187.622,1.62207,249,250.122,1.12207,314,312.622,1.37793,377,375.122,1.87793,440,437.622,2.37793,2.73172,2.381
137,0x22d,53,62.6221,9.62207,110,125.122,15.1221,169,187.622,18.6221,243,250.122,7.12207,299,312.622,13.6221,375,375.122,0.12207,448,437.622,10.3779,10.6586,6.71218
138,0x546,59,62.6221,3.62207,122,125.122,3.12207,188,187.622,0.37793,248,250.122,2.12207,312,312.622,0.62207,374,375.122,1.12207,434,437.622,3.62207,2.08719,1.52212
139,0x745,61,62.6221,1.62207,125,125.122,0.12207,191,187.622,3.37793,252,250.122,1.87793,316,312.622,3.37793,378,375.122,2.87793,438,437.622,0.37793,1.94768,1.02473
140,0xb53,55,62.6221,7.62207,118,125.122,7.12207,183,187.622,4.62207,245,250.122,5.12207,308,312.622,4.62207,373,375.122,2.12207,435,437.622,2.62207,4.83636,3.57405
141,0x8bf,85,62.6221,22.3779,142,125.122,16.8779,202,187.622,14.3779,258,250.122,7.87793,315,312.622,2.37793,375,375.122,0.12207,431,437.622,6.62207,10.0905,8.90619
142,0x342,50,62.6221,12.6221,113,125.122,12.1221,177,187.622,10.6221,242,250.122,8.12207,305,312.622,7.62207,371,375.122,4.12207,436,437.622,1.62207,8.12207,6.09435
143,0xe18,54,62.6221,8.62207,118,125.122,7.12207,184,187.622,3.62207,244,250.122,6.12207,308,312.622,4.62207,370,375.122,5.12207,430,437.622,7.62207,6.12207,4.06061
144,0x76b,59,62.6221,3.62207,120,125.122,5.12207,185,187.622,2.62207,247,250.122,3.12207,308,312.622,4.62207,373,375.122,2.12207,434,437.622,3.62207,3.55064,2.19933
145,0xb9c,54,62.6221,8.62207,117,125.122,8.12207,177,187.622,10.6221,242,250.122,8.12207,305,312.622,7.62207,368,375.122,7.12207,433,437.622,4.62207,7.83636,4.93733
146,0x56a,55,62.6221,7.62207,117,125.122,8.12207,184,187.622,3.62207,246,250.122,4.12207,308,312.622,4.62207,374,375.122,1.12207,435,437.622,2.62207,4.55064,3.51688
147,0x58c,92,62.6221,29.3779,152,125.122,26.8779,208,187.622,20.3779,270,250.122,19.8779,331,312.622,18.3779,388,375.122,12.8779,449,437.622,11.3779,19.8779,14.1592
148,0xfbe,58,62.6221,4.62207,120,125.122,5.12207,181,187.622,6.62207,243,250.122,7.12207,305,312.622,7.62207,367,375.122,8.12207,430,437.622,7.62207,6.6935,3.45664
149,0xf41,67,62.6221,4.37793,128,125.122,2.87793,189,187.622,1.37793,253,250.122,2.87793,314,312.622,1.37793,378,375.122,2.87793,442,437.622,4.37793,2.87793,1.91207
150,0xc53,43,62.6221,19.6221,105,125.122,20.1221,170,187.622,17.6221,238,250.122,12.1221,300,312.622,12.6221,372,375.122,3.12207,441,437.622,3.37793,12.6586,9.61379
151,0x98f,75,62.6221,12.3779,135,125.122,9.87793,197,187.622,9.37793,254,250.122,3.87793,314,312.622,1.37793,374,375.122,1.12207,431,437.622,6.62207,6.37626,5.20893
152,0x21a,77,62.6221,14.3779,141,125.122,15.8779,203,187.622,15.3779,262,250.122,11.8779,325,312.622,12.3779,383,375.122,7.87793,443,437.622,5.37793,11.8779,7.98332
153,0x2e5,84,62.6221,21.3779,142,125.122,16.8779,205,187.622,17.3779,261,250.122,10.8779,317,312.622,4.37793,379,375.122,3.87793,434,437.622,3.62207,11.1985,9.21432
154,0xe5,57,62.6221,5.62207,117,125.122,8.12207,176,187.622,11.6221,248,250.122,2.12207,307,312.622,5.62207,378,375.122,2.87793,450,437.622,12.3779,6.90946,3.98656
155,0x59a,99,62.6221,36.3779,157,125.122,31.8779,219,187.622,31.3779,271,250.122,20.8779,330,312.622,17.3779,385,375.122,9.87793,436,437.622,1.62207,21.3414,16.7432
156,0x80f,77,62.6221,14.3779,137,125.122,11.8779,195,187.622,7.37793,263,250.122,12.8779,323,312.622,10.3779,389,375.122,13.8779,456,437.622,18.3779,12.7351,7.53609
157,0xc2b,66,62.6221,3.37793,130,125.122,4.87793,195,187.622,7.37793,255,250.122,4.87793,319,312.622,6.37793,380,375.122,4.87793,441,437.622,3.37793,5.02079,2.75538
158,0x8d9,62,62.6221,0.62207,125,125.122,0.12207,187,187.622,0.62207,248,250.122,2.12207,311,312.622,1.62207,372,375.122,3.12207,433,437.622,4.62207,1.83636,0.668317
159,0x839,58,62.6221,4.62207,117,125.122,8.12207,175,187.622,12.6221,247,250.122,3.12207,307,312.622,5.62207,378,375.122,2.87793,450,437.622,12.3779,7.05232,3.89169
160,0x6e4,52,62.6221,10.6221,111,125.122,14.1221,168,187.622,19.6221,239,250.122,11.1221,298,312.622,14.6221,367,375.122,8.12207,438,437.622,0.37793,11.2301,7.15465
161,0xda1,46,62.6221,16.6221,106,125.122,19.1221,168,187.622,19.6221,236,250.122,14.1221,296,312.622,16.6221,366,375.122,9.12207,434,437.622,3.62207,14.1221,9.501
162,0x6c8,60,62.6221,2.62207,123,125.122,2.12207,189,187.622,1.37793,251,250.122,0.87793,314,312.622,1.37793,378,375.122,2.87793,440,437.622,2.37793,1.94768,1.2457
163,0x5c3,60,62.6221,2.62207,120,125.122,5.12207,181,187.622,6.62207,244,250.122,6.12207,304,312.622,8.62207,367,375.122,8.12207,430,437.622,7.62207,6.40778,2.98897
164,0x136,52,62.6221,10.6221,115,125.122,10.1221,178,187.622,9.62207,245,250.122,5.12207,307,312.622,5.62207,375,375.122,0.12207,442,437.622,4.37793,6.51576,5.0085
165,0xc39,61,62.6221,1.62207,122,125.122,3.12207,182,187.622,5.62207,245,250.122,5.12207,306,312.622,6.62207,368,375.122,7.12207,431,437.622,6.62207,5.12207,2.23712
166,0x228,60,62.6221,2.62207,124,125.122,1.12207,188,187.622,0.37793,248,250.122,2.12207,312,312.622,0.62207,372,375.122,3.12207,432,437.622,5.62207,2.23005,1.2071
167,0x346,72,62.6221,9.37793,132,125.122,6.87793,193,187.622,5.37793,253,250.122,2.87793,311,312.622,1.62207,372,375.122,3.12207,432,437.622,5.62207,4.98256,3.87503
168,0xf49,74,62.6221,11.3779,135,125.122,9.87793,197,187.622,9.37793,256,250.122,5.87793,316,312.622,3.37793,376,375.122,0.87793,436,437.622,1.62207,6.05566,5.01391
169,0x75d,49,62.6221,13.6221,111,125.122,14.1221,177,187.622,10.6221,241,250.122,9.12207,304,312.622,8.62207,371,375.122,4.12207,435,437.622,2.62207,8.97921,6.68628
170,0x2be,71,62.6221,8.37793,133,125.122,7.87793,197,187.622,9.37793,255,250.122,4.87793,316,312.622,3.37793,376,375.122,0.87793,435,437.622,2.62207,5.34138,4.07671
171,0x387,61,62.6221,1.62207,124,125.122,1.12207,186,187.622,1.62207,250,250.122,0.12207,312,312.622,0.62207,375,375.122,0.12207,439,437.622,1.37793,0.944336,0.706682
172,0x6b4,54,62.6221,8.62207,115,125.122,10.1221,182,187.622,5.62207,242,250.122,8.12207,303,312.622,9.62207,368,375.122,7.12207,427,437.622,10.6221,8.55064,5.07223
173,0x655,63,62.6221,0.37793,126,125.122,0.87793,189,187.622,1.37793,250,250.122,0.12207,313,312.622,0.37793,373,375.122,2.12207,433,437.622,4.62207,1.41113,0.547308
174,0x741,61,62.6221,1.62207,127,125.122,1.87793,195,187.622,7.37793,254,250.122,3.87793,320,312.622,7.37793,381,375.122,5.87793,440,437.622,2.37793,4.34138,2.00632
175,0x242,61,62.6221,1.62207,124,125.122,1.12207,188,187.622,0.37793,249,250.122,1.12207,311,312.622,1.62207,373,375.122,2.12207,434,437.622,3.62207,1.65862,0.864187
176,0x66,108,62.6221,45.3779,172,125.122,46.8779,232,187.622,44.3779,282,250.122,31.8779,345,312.622,32.3779,392,375.122,16.8779,441,437.622,3.37793,31.5922,23.1364
177,0xbc0,69,62.6221,6.37793,127,125.122,1.87793,181,187.622,6.62207,253,250.122,2.87793,312,312.622,0.62207,380,375.122,4.87793,452,437.622,14.3779,5.37626,3.02151
178,0x8f0,73,62.6221,10.3779,138,125.122,12.8779,202,187.622,14.3779,261,250.122,10.8779,326,312.622,13.3779,385,375.122,9.87793,445,437.622,7.37793,11.3065,6.78219
179,0x95d,65,62.6221,2.37793,126,125.122,0.87793,189,187.622,1.37793,248,250.122,2.12207,310,312.622,2.62207,371,375.122,4.12207,431,437.622,6.62207,2.87458,1.36179
180,0xb4a,45,62.6221,17.6221,105,125.122,20.1221,167,187.622,20.6221,235,250.122,15.1221,295,312.622,17.6221,365,375.122,10.1221,432,437.622,5.62207,15.2649,10.1256
181,0xd72,64,62.6221,1.37793,127,125.122,1.87793,189,187.622,1.37793,252,250.122,1.87793,315,312.622,2.37793,377,375.122,1.87793,441,437.622,3.37793,2.02079,1.03138
182,0x7b2,48,62.6221,14.6221,113,125.122,12.1221,181,187.622,6.62207,242,250.122,8.12207,308,312.622,4.62207,371,375.122,4.12207,432,437.622,5.62207,7.97921,6.23952
183,0xc44,47,62.6221,15.6221,112,125.122,13.1221,173,187.622,14.6221,243,250.122,7.12207,308,312.622,4.62207,374,375.122,1.12207,444,437.622,6.37793,8.94434,7.04426
184,0x718,42,62.6221,20.6221,105,125.122,20.1221,170,187.622,17.6221,240,250.122,10.1221,303,312.622,9.62207,374,375.122,1.12207,443,437.622,5.37793,12.0872,9.57971
185,0xfd1,55,62.6221,7.62207,118,125.122,7.12207,180,187.622,7.62207,245,250.122,5.12207,309,312.622,3.62207,373,375.122,2.12207,439,437.622,1.37793,4.94434,3.71616
186,0xaba,54,62.6221,8.62207,116,125.122,9.12207,183,187.622,4.62207,244,250.122,6.12207,306,312.622,6.62207,372,375.122,3.12207,433,437.622,4.62207,6.12207,4.2824
187,0xe9c,63,62.6221,0.37793,128,125.122,2.87793,190,187.622,2.37793,251,250.122,0.87793,317,312.622,4.37793,375,375.122,0.12207,437,437.622,0.62207,1.66197,0.871013
188,0x54,61,62.6221,1.62207,124,125.122,1.12207,189,187.622,1.37793,249,250.122,1.12207,312,312.622,0.62207,374,375.122,1.12207,434,437.622,3.62207,1.51576,0.856548
189,0xec1,58,62.6221,4.62207,120,125.122,5.12207,184,187.622,3.62207,245,250.122,5.12207,308,312.622,4.62207,371,375.122,4.12207,433,437.622,4.62207,4.55064,2.72663
190,0x6b5,48,62.6221,14.6221,108,125.122,17.1221,170,187.622,17.6221,237,250.122,13.1221,297,312.622,15.6221,365,375.122,10.1221,432,437.622,5.62207,13.4078,8.66468
191,0xdfe,65,62.6221,2.37793,128,125.122,2.87793,187,187.622,0.62207,251,250.122,0.87793,315,312.622,2.37793,375,375.122,0.12207,440,437.622,2.37793,1.66197,1.1595
192,0x349,64,62.6221,1.37793,127,125.122,1.87793,191,187.622,3.37793,250,250.122,0.12207,312,312.622,0.62207,372,375.122,3.12207,431,437.622,6.62207,2.44601,1.15642
193,0xca3,49,62.6221,13.6221,115,125.122,10.1221,183,187.622,4.62207,248,250.122,2.12207,314,312.622,1.37793,381,375.122,5.87793,447,437.622,9.37793,6.73172,5.3293
194,0xf43,38,62.6221,24.6221,99,125.122,26.1221,160,187.622,27.6221,230,250.122,20.1221,292,312.622,20.6221,362,375.122,13.1221,433,437.622,4.62207,19.5506,13.4448
195,0xe39,52,62.6221,10.6221,115,125.122,10.1221,178,187.622,9.62207,245,250.122,5.12207,308,312.622,4.62207,375,375.122,0.12207,443,437.622,5.37793,6.51576,4.99545
196,0xe5b,60,62.6221,2.62207,124,125.122,1.12207,186,187.622,1.62207,250,250.122,0.12207,314,312.622,1.37793,377,375.122,1.87793,442,437.622,4.37793,1.87458,1.13415
197,0x5ab,40,62.6221,22.6221,102,125.122,23.1221,167,187.622,20.6221,236,250.122,14.1221,298,312.622,14.6221,369,375.122,6.12207,437,437.622,0.62207,14.5506,11.099
198,0xfcc,57,62.6221,5.62207,120,125.122,5.12207,184,187.622,3.62207,245,250.122,5.12207,309,312.622,3.62207,371,375.122,4.12207,433,437.622,4.62207,4.55064,2.90906
199,0x5e1,58,62.6221,4.62207,116,125.122,9.12207,171,187.622,16.6221,245,250.122,5.12207,303,312.622,9.62207,374,375.122,1.12207,448,437.622,10.3779,8.08719,4.47529
200,0x32a,63,62.6221,0.37793,127,125.122,1.87793,190,187.622,2.37793,250,250.122,0.12207,313,312.622,0.37793,373,375.122,2.12207,433,437.622,4.62207,1.69685,0.737624
201,0x130,50,62.6221,12.6221,117,125.122,8.12207,185,187.622,2.62207,246,250.122,4.12207,313,312.622,0.37793,375,375.122,0.12207,436,437.622,1.62207,4.23005,4.3167
202,0x383,63,62.6221,0.37793,126,125.122,0.87793,190,187.622,2.37793,252,250.122,1.87793,315,312.622,2.37793,378,375.122,2.87793,440,437.622,2.37793,1.87793,0.770656
203,0xd17,57,62.6221,5.62207,119,125.122,6.12207,184,187.622,3.62207,247,250.122,3.12207,309,312.622,3.62207,376,375.122,0.87793,440,437.622,2.37793,3.62374,2.7122
204,0x6e,62,62.6221,0.62207,125,125.122,0.12207,190,187.622,2.37793,251,250.122,0.87793,314,312.622,1.37793,377,375.122,1.87793,438,437.622,0.37793,1.09054,0.533869
205,0xad8,54,62.6221,8.62207,117,125.122,8.12207,181,187.622,6.62207,247,250.122,3.12207,310,312.622,2.62207,378,375.122,2.87793,444,437.622,6.37793,5.48089,4.0144
206,0x749,57,62.6221,5.62207,118,125.122,7.12207,182,187.622,5.62207,244,250.122,6.12207,306,312.622,6.62207,370,375.122,5.12207,432,437.622,5.62207,5.97921,3.55462
207,0xaca,72,62.6221,9.37793,131,125.122,5.87793,194,187.622,6.37793,252,250.122,1.87793,311,312.622,1.62207,373,375.122,2.12207,431,437.622,6.62207,4.8397,3.77444
208,0x3a1,59,62.6221,3.62207,126,125.122,0.87793,193,187.622,5.37793,253,250.122,2.87793,319,312.622,6.37793,379,375.122,3.87793,438,437.622,0.37793,3.34138,1.95185
209,0xadb,42,62.6221,20.6221,103,125.122,22.1221,164,187.622,23.6221,235,250.122,15.1221,296,312.622,16.6221,367,375.122,8.12207,437,437.622,0.62207,15.2649,10.9817
210,0xce6,54,62.6221,8.62207,118,125.122,7.12207,179,187.622,8.62207,243,250.122,7.12207,307,312.622,5.62207,369,375.122,6.12207,434,437.622,3.62207,6.6935,4.45164
211,0x4e8,53,62.6221,9.62207,116,125.122,9.12207,179,187.622,8.62207,247,250.122,3.12207,310,312.622,2.62207,377,375.122,1.87793,444,437.622,6.37793,5.90946,4.47089
212,0xa2b,57,62.6221,5.62207,121,125.122,4.12207,187,187.622,0.62207,247,250.122,3.12207,312,312.622,0.62207,374,375.122,1.12207,434,437.622,3.62207,2.6935,2.16825
213,0x899,62,62.6221,0.62207,129,125.122,3.87793,192,187.622,4.37793,252,250.122,1.87793,319,312.622,6.37793,376,375.122,0.87793,436,437.622,1.62207,2.80483,1.4031
214,0xe9a,65,62.6221,2.37793,129,125.122,3.87793,192,187.622,4.37793,252,250.122,1.87793,316,312.622,3.37793,376,375.122,0.87793,437,437.622,0.62207,2.48424,1.63392
215,0x4cf,62,62.6221,0.62207,126,125.122,0.87793,194,187.622,6.37793,251,250.122,0.87793,315,312.622,2.37793,375,375.122,0.12207,432,437.622,5.62207,2.41113,1.07475
216,0xcf9,99,62.6221,36.3779,163,125.122,37.8779,221,187.622,33.3779,277,250.122,26.8779,341,312.622,28.3779,391,375.122,15.8779,447,437.622,9.37793,26.8779,18.9076
217,0xcb3,53,62.6221,9.62207,117,125.122,8.12207,183,187.622,4.62207,243,250.122,7.12207,308,312.622,4.62207,370,375.122,5.12207,431,437.622,6.62207,6.55064,4.50353
218,0x18f,61,62.6221,1.62207,130,125.122,4.87793,197,187.622,9.37793,256,250.122,5.87793,324,312.622,11.3779,381,375.122,5.87793,440,437.622,2.37793,5.91281,2.79814
219,0xd4a,49,62.6221,13.6221,113,125.122,12.1221,180,187.622,7.62207,241,250.122,9.12207,305,312.622,7.62207,370,375.122,5.12207,432,437.622,5.62207,8.6935,6.31982
220,0xe6,102,62.6221,39.3779,166,125.122,40.8779,225,187.622,37.3779,277,250.122,26.8779,341,312.622,28.3779,388,375.122,12.8779,439,437.622,1.37793,26.7351,19.8636
221,0x8ba,50,62.6221,12.6221,113,125.122,12.1221,173,187.622,14.6221,240,250.122,10.1221,303,312.622,9.62207,367,375.122,8.12207,433,437.622,4.62207,10.2649,6.8548
222,0x5f7,105,62.6221,42.3779,166,125.122,40.8779,224,187.622,36.3779,276,250.122,25.8779,337,312.622,24.3779,385,375.122,9.87793,436,437.622,1.62207,25.9128,20.1257
223,0x163,46,62.6221,16.6221,107,125.122,18.1221,170,187.622,17.6221,235,250.122,15.1221,296,312.622,16.6221,363,375.122,12.1221,428,437.622,9.62207,15.1221,9.60177
224,0x9e7,57,62.6221,5.62207,123,125.122,2.12207,187,187.622,0.62207,247,250.122,3.12207,313,312.622,0.37793,372,375.122,3.12207,432,437.622,5.62207,2.94434,2.0702
225,0x359,48,62.6221,14.6221,115,125.122,10.1221,179,187.622,8.62207,247,250.122,3.12207,313,312.622,0.37793,379,375.122,3.87793,447,437.622,9.37793,7.1603,5.79725
226,0x31f,76,62.6221,13.3779,136,125.122,10.8779,198,187.622,10.3779,255,250.122,4.87793,314,312.622,1.37793,374,375.122,1.12207,431,437.622,6.62207,6.94768,5.68449
227,0x285,53,62.6221,9.62207,118,125.122,7.12207,180,187.622,7.62207,246,250.122,4.12207,310,312.622,2.62207,373,375.122,2.12207,438,437.622,0.37793,4.80148,4.03695
228,0x6ae,59,62.6221,3.62207,123,125.122,2.12207,187,187.622,0.62207,248,250.122,2.12207,312,312.622,0.62207,372,375.122,3.12207,432,437.622,5.62207,2.55064,1.56799
229,0x4cf,62,62.6221,0.62207,126,125.122,0.87793,194,187.622,6.37793,251,250.122,0.87793,315,312.622,2.37793,375,375.122,0.12207,432,437.622,5.62207,2.41113,1.07475
230,0x757,54,62.6221,8.62207,116,125.122,9.12207,183,187.622,4.62207,244,250.122,6.12207,306,312.622,6.62207,371,375.122,4.12207,432,437.622,5.62207,6.40778,4.35312
231,0x4bb,65,62.6221,2.37793,129,125.122,3.87793,190,187.622,2.37793,254,250.122,3.87793,318,312.622,5.37793,378,375.122,2.87793,441,437.622,3.37793,3.44936,1.85339
232,0xe28,62,62.6221,0.62207,125,125.122,0.12207,191,187.622,3.37793,251,250.122,0.87793,314,312.622,1.37793,378,375.122,2.87793,439,437.622,1.37793,1.51911,0.680736
233,0x40c,56,62.6221,6.62207,117,125.122,8.12207,179,187.622,8.62207,244,250.122,6.12207,306,312.622,6.62207,371,375.122,4.12207,436,437.622,1.62207,5.97921,3.95669
234,0x71d,53,62.6221,9.62207,116,125.122,9.12207,176,187.622,11.6221,243,250.122,7.12207,307,312.622,5.62207,370,375.122,5.12207,437,437.622,0.62207,6.97921,5.00052
235,0x575,67,62.6221,4.37793,127,125.122,1.87793,190,187.622,2.37793,249,250.122,1.12207,310,312.622,2.62207,371,375.122,4.12207,431,437.622,6.62207,3.30315,1.95124
236,0x47c,60,62.6221,2.62207,123,125.122,2.12207,189,187.622,1.37793,249,250.122,1.12207,312,312.622,0.62207,374,375.122,1.12207,434,437.622,3.62207,1.80148,1.19885
237,0x5d1,54,62.6221,8.62207,116,125.122,9.12207,182,187.622,5.62207,244,250.122,6.12207,306,312.622,6.62207,371,375.122,4.12207,432,437.622,5.62207,6.55064,4.42927
238,0x2af,49,62.6221,13.6221,113,125.122,12.1221,179,187.622,8.62207,241,250.122,9.12207,304,312.622,8.62207,369,375.122,6.12207,431,437.622,6.62207,9.26493,6.51239
239,0x928,60,62.6221,2.62207,127,125.122,1.87793,193,187.622,5.37793,252,250.122,1.87793,319,312.622,6.37793,378,375.122,2.87793,437,437.622,0.62207,3.09054,1.75067
240,0x9cb,94,62.6221,31.3779,151,125.122,25.8779,209,187.622,21.3779,264,250.122,13.8779,321,312.622,8.37793,377,375.122,1.87793,432,437.622,5.62207,15.4842,13.171
241,0xd74,58,62.6221,4.62207,120,125.122,5.12207,182,187.622,5.62207,245,250.122,5.12207,307,312.622,5.62207,370,375.122,5.12207,433,437.622,4.62207,5.12207,2.96269
242,0x9fc,76,62.6221,13.3779,138,125.122,12.8779,200,187.622,12.3779,258,250.122,7.87793,321,312.622,8.37793,379,375.122,3.87793,438,437.622,0.37793,8.44936,6.45746
243,0xc58,45,62.6221,17.6221,106,125.122,19.1221,169,187.622,18.6221,234,250.122,16.1221,295,312.622,17.6221,362,375.122,13.1221,428,437.622,9.62207,15.9792,10.1611
244,0x7f3,64,62.6221,1.37793,131,125.122,5.87793,192,187.622,4.37793,251,250.122,0.87793,318,312.622,5.37793,371,375.122,4.12207,430,437.622,7.62207,4.2334,2.02048
245,0x39a,54,62.6221,8.62207,118,125.122,7.12207,179,187.622,8.62207,244,250.122,6.12207,307,312.622,5.62207,369,375.122,6.12207,434,437.622,3.62207,6.55064,4.39452
246,0xfb5,54,62.6221,8.62207,115,125.122,10.1221,181,187.622,6.62207,243,250.122,7.12207,304,312.622,8.62207,371,375.122,4.12207,434,437.622,3.62207,6.97921,4.7028
247,0x574,54,62.6221,8.62207,116,125.122,9.12207,183,187.622,4.62207,244,250.122,6.12207,306,312.622,6.62207,372,375.122,3.12207,433,437.622,4.62207,6.12207,4.2824
248,0x104,70,62.6221,7.37793,133,125.122,7.87793,199,187.622,11.3779,257,250.122,6.87793,320,312.622,7.37793,381,375.122,5.87793,440,437.622,2.37793,7.02079,4.48033
249,0xfb1,94,62.6221,31.3779,151,125.122,25.8779,213,187.622,25.3779,266,250.122,15.8779,324,312.622,11.3779,382,375.122,6.87793,435,437.622,2.62207,17.0557,13.8193
250,0x685,51,62.6221,11.6221,113,125.122,12.1221,177,187.622,10.6221,242,250.122,8.12207,305,312.622,7.62207,371,375.122,4.12207,436,437.622,1.62207,7.97921,5.86622
251,0x4fa,43,62.6221,19.6221,104,125.122,21.1221,168,187.622,19.6221,235,250.122,15.1221,296,312.622,16.6221,365,375.122,10.1221,432,437.622,5.62207,15.4078,10.5742
252,0x8bd,58,62.6221,4.62207,121,125.122,4.12207,186,187.622,1.62207,248,250.122,2.12207,311,312.622,1.62207,375,375.122,0.12207,436,437.622,1.62207,2.26493,1.90148
253,0x5a9,55,62.6221,7.62207,117,125.122,8.12207,183,187.622,4.62207,245,250.122,5.12207,308,312.622,4.62207,373,375.122,2.12207,435,437.622,2.62207,4.97921,3.68822
254,0x605,66,62.6221,3.37793,132,125.122,6.87793,194,187.622,6.37793,255,250.122,4.87793,321,312.622,8.37793,378,375.122,2.87793,439,437.622,1.37793,4.87793,2.85752
255,0x39a,54,62.6221,8.62207,118,125.122,7.12207,179,187.622,8.62207,244,250.122,6.12207,307,312.622,5.62207,369,375.122,6.12207,434,437.622,3.62207,6.55064,4.39452
