design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/openlane/designs/Markov_Chain_Accelerator,A06_BH_top_wrapper,Power_line_fix_Final,flow completed,0h7m38s0ms,0h4m34s0ms,10364.455364455363,2.442,5182.227682227682,44.7,-1,841.92,12057,0,0,0,0,0,0,0,0,0,0,-1,-1,360415,71384,-39.84,-1,-1,-1,0.0,-26414.72,-1,-1,-1,0.0,398548240.0,0.0,26.74,27.8,0.35,1.22,-1,8162,19652,8162,19652,0,0,0,10607,0,0,0,0,0,0,0,0,-1,-1,-1,7575,3824,4927,13165,12655,42146,590658.0736,-1,-1,-1,0.0818,0.0342,3.51e-06,-1,-1,-1,15.66,28.57,35.00175008750438,28.57,1,50,153.18,153.6,0.3,0,35,0.56,1,gf180mcu_fd_sc_mcu7t5v0,AREA 0
