design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/openlane/designs/Markov_Chain_Accelerator,Markov_Chain_Accelerator,RUN_for_35MHz,flow completed,0h8m0s0ms,0h4m37s0ms,11385.454545454544,2.2,5692.727272727272,51.46,-1,817.76,11999,0,0,0,0,0,0,0,0,0,0,-1,-1,362103,71009,-39.84,-1,-1,-1,0.0,-26414.72,-1,-1,-1,0.0,404123228.0,0.0,28.84,31.79,0.33,1.75,-1,8079,19566,8079,19566,0,0,0,10607,0,0,0,0,0,0,0,0,-1,-1,-1,6688,3321,5203,13461,12524,41197,512113.8176,-1,-1,-1,0.0761,0.034,3.46e-06,-1,-1,-1,15.19,28.57,35.00175008750438,28.57,1,50,153.18,153.6,0.3,0,32,0.56,1,gf180mcu_fd_sc_mcu7t5v0,AREA 0
