Seed(Dec),Seed(Hex),Average Error,Absolute Highest Error,Correlation Score
3345,12'hD11,0.4375,1,0.1307
3346,12'hD12,0.6875,1,0.1305
3347,12'hD13,0.1875,1,0.1306
3348,12'hD14,0.8125,1,0.1305
3349,12'hD15,0.3125,1,0.1306
3350,12'hD16,0.5625,1,0.1304
3351,12'hD17,0.0625,1,0.1304
3352,12'hD18,0.8750,1,0.1305
3353,12'hD19,0.3750,1,0.1305
3354,12'hD1A,0.6250,1,0.1305
3355,12'hD1B,0.1250,1,0.1305
3356,12'hD1C,0.7500,1,0.1305
3357,12'hD1D,0.2500,1,0.1305
3358,12'hD1E,0.5000,1,0.1305
3359,12'hD1F,0.0000,0,0.1303
3360,12'hD20,0.9688,1,0.1303
3361,12'hD21,0.4688,1,0.1306
3362,12'hD22,0.7188,1,0.1305
3363,12'hD23,0.2188,1,0.1305
3364,12'hD24,0.8438,1,0.1305
3365,12'hD25,0.3438,1,0.1305
3366,12'hD26,0.5938,1,0.1305
3367,12'hD27,0.0938,1,0.1305
3368,12'hD28,0.9062,1,0.1304
3369,12'hD29,0.4062,1,0.1305
3370,12'hD2A,0.6562,1,0.1305
3371,12'hD2B,0.1562,1,0.1305
3372,12'hD2C,0.7812,1,0.1306
3373,12'hD2D,0.2812,1,0.1306
3374,12'hD2E,0.5312,1,0.1307
3375,12'hD2F,0.0312,1,0.1306
3376,12'hD30,0.9375,1,0.1306
3377,12'hD31,0.4375,1,0.1307
3378,12'hD32,0.6875,1,0.1305
3379,12'hD33,0.1875,1,0.1306
3380,12'hD34,0.8125,1,0.1305
3381,12'hD35,0.3125,1,0.1306
3382,12'hD36,0.5625,1,0.1305
3383,12'hD37,0.0625,1,0.1304
3384,12'hD38,0.8750,1,0.1305
3385,12'hD39,0.3750,1,0.1305
3386,12'hD3A,0.6250,1,0.1305
3387,12'hD3B,0.1250,1,0.1305
3388,12'hD3C,0.7500,1,0.1305
3389,12'hD3D,0.2500,1,0.1304
3390,12'hD3E,0.5000,1,0.1306
3391,12'hD3F,0.0000,0,0.1302
3392,12'hD40,0.9688,1,0.1301
3393,12'hD41,0.4688,1,0.1305
3394,12'hD42,0.7188,1,0.1305
3395,12'hD43,0.2188,1,0.1305
3396,12'hD44,0.8438,1,0.1305
3397,12'hD45,0.3438,1,0.1305
3398,12'hD46,0.5938,1,0.1306
3399,12'hD47,0.0938,1,0.1306
3400,12'hD48,0.9062,1,0.1305
3401,12'hD49,0.4062,1,0.1305
3402,12'hD4A,0.6562,1,0.1305
3403,12'hD4B,0.1562,1,0.1305
3404,12'hD4C,0.7812,1,0.1306
3405,12'hD4D,0.2812,1,0.1305
3406,12'hD4E,0.5312,1,0.1306
3407,12'hD4F,0.0312,1,0.1305
3408,12'hD50,0.9375,1,0.1305
3409,12'hD51,0.4375,1,0.1306
3410,12'hD52,0.6875,1,0.1305
3411,12'hD53,0.1875,1,0.1305
3412,12'hD54,0.8125,1,0.1305
3413,12'hD55,0.3125,1,0.1305
3414,12'hD56,0.5625,1,0.1305
3415,12'hD57,0.0625,1,0.1305
3416,12'hD58,0.8750,1,0.1306
3417,12'hD59,0.3750,1,0.1306
3418,12'hD5A,0.6250,1,0.1305
3419,12'hD5B,0.1250,1,0.1305
3420,12'hD5C,0.7500,1,0.1305
3421,12'hD5D,0.2500,1,0.1304
3422,12'hD5E,0.5000,1,0.1304
3423,12'hD5F,0.0000,0,0.1302
3424,12'hD60,0.9688,1,0.1303
3425,12'hD61,0.4688,1,0.1305
3426,12'hD62,0.7188,1,0.1305
3427,12'hD63,0.2188,1,0.1306
3428,12'hD64,0.8438,1,0.1305
3429,12'hD65,0.3438,1,0.1305
3430,12'hD66,0.5938,1,0.1306
3431,12'hD67,0.0938,1,0.1306
3432,12'hD68,0.9062,1,0.1305
3433,12'hD69,0.4062,1,0.1305
3434,12'hD6A,0.6562,1,0.1306
3435,12'hD6B,0.1562,1,0.1305
3436,12'hD6C,0.7812,1,0.1306
3437,12'hD6D,0.2812,1,0.1306
3438,12'hD6E,0.5312,1,0.1306
3439,12'hD6F,0.0312,1,0.1305
3440,12'hD70,0.9375,1,0.1304
3441,12'hD71,0.4375,1,0.1306
3442,12'hD72,0.6875,1,0.1305
3443,12'hD73,0.1875,1,0.1306
3444,12'hD74,0.8125,1,0.1305
3445,12'hD75,0.3125,1,0.1305
3446,12'hD76,0.5625,1,0.1305
3447,12'hD77,0.0625,1,0.1305
3448,12'hD78,0.8750,1,0.1305
3449,12'hD79,0.3750,1,0.1306
3450,12'hD7A,0.6250,1,0.1305
3451,12'hD7B,0.1250,1,0.1306
3452,12'hD7C,0.7500,1,0.1306
3453,12'hD7D,0.2500,1,0.1306
3454,12'hD7E,0.5000,1,0.1304
3455,12'hD7F,0.0000,0,0.1301
3456,12'hD80,0.9688,1,0.1304
3457,12'hD81,0.4688,1,0.1306
3458,12'hD82,0.7188,1,0.1306
3459,12'hD83,0.2188,1,0.1306
3460,12'hD84,0.8438,1,0.1305
3461,12'hD85,0.3438,1,0.1306
3462,12'hD86,0.5938,1,0.1305
3463,12'hD87,0.0938,1,0.1305
3464,12'hD88,0.9062,1,0.1305
3465,12'hD89,0.4062,1,0.1306
3466,12'hD8A,0.6562,1,0.1305
3467,12'hD8B,0.1562,1,0.1306
3468,12'hD8C,0.7812,1,0.1305
3469,12'hD8D,0.2812,1,0.1306
3470,12'hD8E,0.5312,1,0.1304
3471,12'hD8F,0.0312,1,0.1303
3472,12'hD90,0.9375,1,0.1303
3473,12'hD91,0.4375,1,0.1305
3474,12'hD92,0.6875,1,0.1305
3475,12'hD93,0.1875,1,0.1305
3476,12'hD94,0.8125,1,0.1305
3477,12'hD95,0.3125,1,0.1305
3478,12'hD96,0.5625,1,0.1306
3479,12'hD97,0.0625,1,0.1305
3480,12'hD98,0.8750,1,0.1305
3481,12'hD99,0.3750,1,0.1305
3482,12'hD9A,0.6250,1,0.1306
3483,12'hD9B,0.1250,1,0.1305
3484,12'hD9C,0.7500,1,0.1306
3485,12'hD9D,0.2500,1,0.1306
3486,12'hD9E,0.5000,1,0.1306
3487,12'hD9F,0.0000,0,0.1305
3488,12'hDA0,0.9688,1,0.1304
3489,12'hDA1,0.4688,1,0.1306
3490,12'hDA2,0.7188,1,0.1305
3491,12'hDA3,0.2188,1,0.1306
3492,12'hDA4,0.8438,1,0.1305
3493,12'hDA5,0.3438,1,0.1305
3494,12'hDA6,0.5938,1,0.1305
3495,12'hDA7,0.0938,1,0.1305
3496,12'hDA8,0.9062,1,0.1306
3497,12'hDA9,0.4062,1,0.1306
3498,12'hDAA,0.6562,1,0.1305
3499,12'hDAB,0.1562,1,0.1306
3500,12'hDAC,0.7812,1,0.1305
3501,12'hDAD,0.2812,1,0.1305
3502,12'hDAE,0.5312,1,0.1304
3503,12'hDAF,0.0312,1,0.1303
3504,12'hDB0,0.9375,1,0.1304
3505,12'hDB1,0.4375,1,0.1304
3506,12'hDB2,0.6875,1,0.1305
3507,12'hDB3,0.1875,1,0.1305
3508,12'hDB4,0.8125,1,0.1306
3509,12'hDB5,0.3125,1,0.1305
3510,12'hDB6,0.5625,1,0.1307
3511,12'hDB7,0.0625,1,0.1306
3512,12'hDB8,0.8750,1,0.1306
3513,12'hDB9,0.3750,1,0.1306
3514,12'hDBA,0.6250,1,0.1306
3515,12'hDBB,0.1250,1,0.1305
3516,12'hDBC,0.7500,1,0.1306
3517,12'hDBD,0.2500,1,0.1306
3518,12'hDBE,0.5000,1,0.1307
3519,12'hDBF,0.0000,0,0.1305
3520,12'hDC0,0.9688,1,0.1306
3521,12'hDC1,0.4688,1,0.1308
3522,12'hDC2,0.7188,1,0.1306
3523,12'hDC3,0.2188,1,0.1307
3524,12'hDC4,0.8438,1,0.1305
3525,12'hDC5,0.3438,1,0.1306
3526,12'hDC6,0.5938,1,0.1305
3527,12'hDC7,0.0938,1,0.1305
3528,12'hDC8,0.9062,1,0.1305
3529,12'hDC9,0.4062,1,0.1306
3530,12'hDCA,0.6562,1,0.1305
3531,12'hDCB,0.1562,1,0.1305
3532,12'hDCC,0.7812,1,0.1305
3533,12'hDCD,0.2812,1,0.1305
3534,12'hDCE,0.5312,1,0.1306
3535,12'hDCF,0.0312,1,0.1305
3536,12'hDD0,0.9375,1,0.1304
3537,12'hDD1,0.4375,1,0.1306
3538,12'hDD2,0.6875,1,0.1305
3539,12'hDD3,0.1875,1,0.1305
3540,12'hDD4,0.8125,1,0.1305
3541,12'hDD5,0.3125,1,0.1305
3542,12'hDD6,0.5625,1,0.1306
3543,12'hDD7,0.0625,1,0.1305
3544,12'hDD8,0.8750,1,0.1305
3545,12'hDD9,0.3750,1,0.1305
3546,12'hDDA,0.6250,1,0.1306
3547,12'hDDB,0.1250,1,0.1305
3548,12'hDDC,0.7500,1,0.1307
3549,12'hDDD,0.2500,1,0.1306
3550,12'hDDE,0.5000,1,0.1308
3551,12'hDDF,0.0000,0,0.1306
3552,12'hDE0,0.9688,1,0.1305
3553,12'hDE1,0.4688,1,0.1307
3554,12'hDE2,0.7188,1,0.1306
3555,12'hDE3,0.2188,1,0.1306
3556,12'hDE4,0.8438,1,0.1305
3557,12'hDE5,0.3438,1,0.1306
3558,12'hDE6,0.5938,1,0.1305
3559,12'hDE7,0.0938,1,0.1305
3560,12'hDE8,0.9062,1,0.1305
3561,12'hDE9,0.4062,1,0.1305
3562,12'hDEA,0.6562,1,0.1305
3563,12'hDEB,0.1562,1,0.1305
3564,12'hDEC,0.7812,1,0.1305
3565,12'hDED,0.2812,1,0.1305
3566,12'hDEE,0.5312,1,0.1305
3567,12'hDEF,0.0312,1,0.1304
3568,12'hDF0,0.9375,1,0.1304
3569,12'hDF1,0.4375,1,0.1305
3570,12'hDF2,0.6875,1,0.1305
3571,12'hDF3,0.1875,1,0.1305
3572,12'hDF4,0.8125,1,0.1305
3573,12'hDF5,0.3125,1,0.1305
3574,12'hDF6,0.5625,1,0.1305
3575,12'hDF7,0.0625,1,0.1305
3576,12'hDF8,0.8750,1,0.1306
3577,12'hDF9,0.3750,1,0.1305
3578,12'hDFA,0.6250,1,0.1307
3579,12'hDFB,0.1250,1,0.1306
3580,12'hDFC,0.7500,1,0.1307
3581,12'hDFD,0.2500,1,0.1306
3582,12'hDFE,0.5000,1,0.1308
3583,12'hDFF,0.0000,0,0.1306
3584,12'hE00,0.9688,1,0.1306
3585,12'hE01,0.4688,1,0.1308
3586,12'hE02,0.7188,1,0.1307
3587,12'hE03,0.2188,1,0.1307
3588,12'hE04,0.8438,1,0.1305
3589,12'hE05,0.3438,1,0.1306
3590,12'hE06,0.5938,1,0.1305
3591,12'hE07,0.0938,1,0.1305
3592,12'hE08,0.9062,1,0.1305
3593,12'hE09,0.4062,1,0.1306
3594,12'hE0A,0.6562,1,0.1305
3595,12'hE0B,0.1562,1,0.1305
3596,12'hE0C,0.7812,1,0.1305
3597,12'hE0D,0.2812,1,0.1305
3598,12'hE0E,0.5312,1,0.1305
3599,12'hE0F,0.0312,1,0.1305
3600,12'hE10,0.9375,1,0.1304
3601,12'hE11,0.4375,1,0.1306
3602,12'hE12,0.6875,1,0.1305
3603,12'hE13,0.1875,1,0.1305
3604,12'hE14,0.8125,1,0.1305
3605,12'hE15,0.3125,1,0.1305
3606,12'hE16,0.5625,1,0.1306
3607,12'hE17,0.0625,1,0.1305
3608,12'hE18,0.8750,1,0.1305
3609,12'hE19,0.3750,1,0.1305
3610,12'hE1A,0.6250,1,0.1306
3611,12'hE1B,0.1250,1,0.1305
3612,12'hE1C,0.7500,1,0.1307
3613,12'hE1D,0.2500,1,0.1306
3614,12'hE1E,0.5000,1,0.1308
3615,12'hE1F,0.0000,0,0.1306
3616,12'hE20,0.9688,1,0.1306
3617,12'hE21,0.4688,1,0.1307
3618,12'hE22,0.7188,1,0.1306
3619,12'hE23,0.2188,1,0.1307
3620,12'hE24,0.8438,1,0.1306
3621,12'hE25,0.3438,1,0.1307
3622,12'hE26,0.5938,1,0.1305
3623,12'hE27,0.0938,1,0.1305
3624,12'hE28,0.9062,1,0.1305
3625,12'hE29,0.4062,1,0.1305
3626,12'hE2A,0.6562,1,0.1305
3627,12'hE2B,0.1562,1,0.1305
3628,12'hE2C,0.7812,1,0.1305
3629,12'hE2D,0.2812,1,0.1305
3630,12'hE2E,0.5312,1,0.1305
3631,12'hE2F,0.0312,1,0.1304
3632,12'hE30,0.9375,1,0.1304
3633,12'hE31,0.4375,1,0.1305
3634,12'hE32,0.6875,1,0.1305
3635,12'hE33,0.1875,1,0.1305
3636,12'hE34,0.8125,1,0.1305
3637,12'hE35,0.3125,1,0.1305
3638,12'hE36,0.5625,1,0.1305
3639,12'hE37,0.0625,1,0.1304
3640,12'hE38,0.8750,1,0.1305
3641,12'hE39,0.3750,1,0.1305
3642,12'hE3A,0.6250,1,0.1307
3643,12'hE3B,0.1250,1,0.1305
3644,12'hE3C,0.7500,1,0.1307
3645,12'hE3D,0.2500,1,0.1306
3646,12'hE3E,0.5000,1,0.1307
3647,12'hE3F,0.0000,0,0.1306
3648,12'hE40,0.9688,1,0.1305
3649,12'hE41,0.4688,1,0.1306
3650,12'hE42,0.7188,1,0.1306
3651,12'hE43,0.2188,1,0.1306
3652,12'hE44,0.8438,1,0.1305
3653,12'hE45,0.3438,1,0.1306
3654,12'hE46,0.5938,1,0.1305
3655,12'hE47,0.0938,1,0.1305
3656,12'hE48,0.9062,1,0.1305
3657,12'hE49,0.4062,1,0.1306
3658,12'hE4A,0.6562,1,0.1305
3659,12'hE4B,0.1562,1,0.1306
3660,12'hE4C,0.7812,1,0.1305
3661,12'hE4D,0.2812,1,0.1305
3662,12'hE4E,0.5312,1,0.1304
3663,12'hE4F,0.0312,1,0.1303
3664,12'hE50,0.9375,1,0.1303
3665,12'hE51,0.4375,1,0.1304
3666,12'hE52,0.6875,1,0.1305
3667,12'hE53,0.1875,1,0.1305
3668,12'hE54,0.8125,1,0.1305
3669,12'hE55,0.3125,1,0.1305
3670,12'hE56,0.5625,1,0.1306
3671,12'hE57,0.0625,1,0.1305
3672,12'hE58,0.8750,1,0.1305
3673,12'hE59,0.3750,1,0.1305
3674,12'hE5A,0.6250,1,0.1306
3675,12'hE5B,0.1250,1,0.1305
3676,12'hE5C,0.7500,1,0.1306
3677,12'hE5D,0.2500,1,0.1306
3678,12'hE5E,0.5000,1,0.1306
3679,12'hE5F,0.0000,0,0.1304
3680,12'hE60,0.9688,1,0.1305
3681,12'hE61,0.4688,1,0.1307
3682,12'hE62,0.7188,1,0.1305
3683,12'hE63,0.2188,1,0.1306
3684,12'hE64,0.8438,1,0.1305
3685,12'hE65,0.3438,1,0.1306
3686,12'hE66,0.5938,1,0.1306
3687,12'hE67,0.0938,1,0.1306
3688,12'hE68,0.9062,1,0.1306
3689,12'hE69,0.4062,1,0.1306
3690,12'hE6A,0.6562,1,0.1305
3691,12'hE6B,0.1562,1,0.1305
3692,12'hE6C,0.7812,1,0.1305
3693,12'hE6D,0.2812,1,0.1305
3694,12'hE6E,0.5312,1,0.1304
3695,12'hE6F,0.0312,1,0.1303
3696,12'hE70,0.9375,1,0.1304
3697,12'hE71,0.4375,1,0.1304
3698,12'hE72,0.6875,1,0.1305
3699,12'hE73,0.1875,1,0.1305
3700,12'hE74,0.8125,1,0.1306
3701,12'hE75,0.3125,1,0.1305
3702,12'hE76,0.5625,1,0.1307
3703,12'hE77,0.0625,1,0.1306
3704,12'hE78,0.8750,1,0.1305
3705,12'hE79,0.3750,1,0.1306
3706,12'hE7A,0.6250,1,0.1305
3707,12'hE7B,0.1250,1,0.1305
3708,12'hE7C,0.7500,1,0.1306
3709,12'hE7D,0.2500,1,0.1306
3710,12'hE7E,0.5000,1,0.1307
3711,12'hE7F,0.0000,0,0.1305
3712,12'hE80,0.9688,1,0.1301
3713,12'hE81,0.4688,1,0.1305
3714,12'hE82,0.7188,1,0.1305
3715,12'hE83,0.2188,1,0.1305
3716,12'hE84,0.8438,1,0.1306
3717,12'hE85,0.3438,1,0.1305
3718,12'hE86,0.5938,1,0.1306
3719,12'hE87,0.0938,1,0.1305
3720,12'hE88,0.9062,1,0.1305
3721,12'hE89,0.4062,1,0.1305
3722,12'hE8A,0.6562,1,0.1305
3723,12'hE8B,0.1562,1,0.1305
3724,12'hE8C,0.7812,1,0.1306
3725,12'hE8D,0.2812,1,0.1305
3726,12'hE8E,0.5312,1,0.1306
3727,12'hE8F,0.0312,1,0.1304
3728,12'hE90,0.9375,1,0.1305
3729,12'hE91,0.4375,1,0.1306
3730,12'hE92,0.6875,1,0.1305
3731,12'hE93,0.1875,1,0.1306
3732,12'hE94,0.8125,1,0.1305
3733,12'hE95,0.3125,1,0.1305
3734,12'hE96,0.5625,1,0.1305
3735,12'hE97,0.0625,1,0.1305
3736,12'hE98,0.8750,1,0.1306
3737,12'hE99,0.3750,1,0.1306
3738,12'hE9A,0.6250,1,0.1305
3739,12'hE9B,0.1250,1,0.1305
3740,12'hE9C,0.7500,1,0.1305
3741,12'hE9D,0.2500,1,0.1305
3742,12'hE9E,0.5000,1,0.1304
3743,12'hE9F,0.0000,0,0.1302
3744,12'hEA0,0.9688,1,0.1302
3745,12'hEA1,0.4688,1,0.1305
3746,12'hEA2,0.7188,1,0.1305
3747,12'hEA3,0.2188,1,0.1305
3748,12'hEA4,0.8438,1,0.1305
3749,12'hEA5,0.3438,1,0.1305
3750,12'hEA6,0.5938,1,0.1306
3751,12'hEA7,0.0938,1,0.1305
3752,12'hEA8,0.9062,1,0.1304
3753,12'hEA9,0.4062,1,0.1305
3754,12'hEAA,0.6562,1,0.1305
3755,12'hEAB,0.1562,1,0.1305
3756,12'hEAC,0.7812,1,0.1306
3757,12'hEAD,0.2812,1,0.1306
3758,12'hEAE,0.5312,1,0.1306
3759,12'hEAF,0.0312,1,0.1304
3760,12'hEB0,0.9375,1,0.1305
3761,12'hEB1,0.4375,1,0.1306
3762,12'hEB2,0.6875,1,0.1305
3763,12'hEB3,0.1875,1,0.1306
3764,12'hEB4,0.8125,1,0.1305
3765,12'hEB5,0.3125,1,0.1306
3766,12'hEB6,0.5625,1,0.1305
3767,12'hEB7,0.0625,1,0.1305
3768,12'hEB8,0.8750,1,0.1306
3769,12'hEB9,0.3750,1,0.1306
3770,12'hEBA,0.6250,1,0.1305
3771,12'hEBB,0.1250,1,0.1305
3772,12'hEBC,0.7500,1,0.1306
3773,12'hEBD,0.2500,1,0.1306
3774,12'hEBE,0.5000,1,0.1305
3775,12'hEBF,0.0000,0,0.1303
3776,12'hEC0,0.9688,1,0.1303
3777,12'hEC1,0.4688,1,0.1305
3778,12'hEC2,0.7188,1,0.1305
3779,12'hEC3,0.2188,1,0.1305
3780,12'hEC4,0.8438,1,0.1305
3781,12'hEC5,0.3438,1,0.1305
3782,12'hEC6,0.5938,1,0.1305
3783,12'hEC7,0.0938,1,0.1304
3784,12'hEC8,0.9062,1,0.1304
3785,12'hEC9,0.4062,1,0.1304
3786,12'hECA,0.6562,1,0.1306
3787,12'hECB,0.1562,1,0.1305
3788,12'hECC,0.7812,1,0.1306
3789,12'hECD,0.2812,1,0.1305
3790,12'hECE,0.5312,1,0.1307
3791,12'hECF,0.0312,1,0.1305
3792,12'hED0,0.9375,1,0.1305
3793,12'hED1,0.4375,1,0.1307
3794,12'hED2,0.6875,1,0.1306
3795,12'hED3,0.1875,1,0.1306
3796,12'hED4,0.8125,1,0.1305
3797,12'hED5,0.3125,1,0.1306
3798,12'hED6,0.5625,1,0.1304
3799,12'hED7,0.0625,1,0.1304
3800,12'hED8,0.8750,1,0.1305
3801,12'hED9,0.3750,1,0.1305
3802,12'hEDA,0.6250,1,0.1305
3803,12'hEDB,0.1250,1,0.1305
3804,12'hEDC,0.7500,1,0.1305
3805,12'hEDD,0.2500,1,0.1305
3806,12'hEDE,0.5000,1,0.1305
3807,12'hEDF,0.0000,0,0.1303
3808,12'hEE0,0.9688,1,0.1304
3809,12'hEE1,0.4688,1,0.1306
3810,12'hEE2,0.7188,1,0.1305
3811,12'hEE3,0.2188,1,0.1305
3812,12'hEE4,0.8438,1,0.1305
3813,12'hEE5,0.3438,1,0.1305
3814,12'hEE6,0.5938,1,0.1306
3815,12'hEE7,0.0938,1,0.1305
3816,12'hEE8,0.9062,1,0.1305
3817,12'hEE9,0.4062,1,0.1305
3818,12'hEEA,0.6562,1,0.1306
3819,12'hEEB,0.1562,1,0.1305
3820,12'hEEC,0.7812,1,0.1306
3821,12'hEED,0.2812,1,0.1306
3822,12'hEEE,0.5312,1,0.1308
3823,12'hEEF,0.0312,1,0.1306
3824,12'hEF0,0.9375,1,0.1305
3825,12'hEF1,0.4375,1,0.1307
3826,12'hEF2,0.6875,1,0.1306
3827,12'hEF3,0.1875,1,0.1306
3828,12'hEF4,0.8125,1,0.1305
3829,12'hEF5,0.3125,1,0.1305
3830,12'hEF6,0.5625,1,0.1305
3831,12'hEF7,0.0625,1,0.1304
3832,12'hEF8,0.8750,1,0.1305
3833,12'hEF9,0.3750,1,0.1305
3834,12'hEFA,0.6250,1,0.1305
3835,12'hEFB,0.1250,1,0.1305
3836,12'hEFC,0.7500,1,0.1306
3837,12'hEFD,0.2500,1,0.1305
3838,12'hEFE,0.5000,1,0.1306
3839,12'hEFF,0.0000,0,0.1301
3840,12'hF00,0.9688,1,0.1302
3841,12'hF01,0.4688,1,0.1306
3842,12'hF02,0.7188,1,0.1305
3843,12'hF03,0.2188,1,0.1306
3844,12'hF04,0.8438,1,0.1305
3845,12'hF05,0.3438,1,0.1305
3846,12'hF06,0.5938,1,0.1306
3847,12'hF07,0.0938,1,0.1305
3848,12'hF08,0.9062,1,0.1304
3849,12'hF09,0.4062,1,0.1304
3850,12'hF0A,0.6562,1,0.1305
3851,12'hF0B,0.1562,1,0.1305
3852,12'hF0C,0.7812,1,0.1306
3853,12'hF0D,0.2812,1,0.1305
3854,12'hF0E,0.5312,1,0.1307
3855,12'hF0F,0.0312,1,0.1306
3856,12'hF10,0.9375,1,0.1306
3857,12'hF11,0.4375,1,0.1307
3858,12'hF12,0.6875,1,0.1306
3859,12'hF13,0.1875,1,0.1306
3860,12'hF14,0.8125,1,0.1305
3861,12'hF15,0.3125,1,0.1306
3862,12'hF16,0.5625,1,0.1305
3863,12'hF17,0.0625,1,0.1305
3864,12'hF18,0.8750,1,0.1305
3865,12'hF19,0.3750,1,0.1305
3866,12'hF1A,0.6250,1,0.1305
3867,12'hF1B,0.1250,1,0.1305
3868,12'hF1C,0.7500,1,0.1305
3869,12'hF1D,0.2500,1,0.1305
3870,12'hF1E,0.5000,1,0.1305
3871,12'hF1F,0.0000,0,0.1304
3872,12'hF20,0.9688,1,0.1303
3873,12'hF21,0.4688,1,0.1305
3874,12'hF22,0.7188,1,0.1305
3875,12'hF23,0.2188,1,0.1305
3876,12'hF24,0.8438,1,0.1305
3877,12'hF25,0.3438,1,0.1305
3878,12'hF26,0.5938,1,0.1305
3879,12'hF27,0.0938,1,0.1304
3880,12'hF28,0.9062,1,0.1304
3881,12'hF29,0.4062,1,0.1304
3882,12'hF2A,0.6562,1,0.1306
3883,12'hF2B,0.1562,1,0.1305
3884,12'hF2C,0.7812,1,0.1306
3885,12'hF2D,0.2812,1,0.1305
3886,12'hF2E,0.5312,1,0.1307
3887,12'hF2F,0.0312,1,0.1305
3888,12'hF30,0.9375,1,0.1305
3889,12'hF31,0.4375,1,0.1307
3890,12'hF32,0.6875,1,0.1305
3891,12'hF33,0.1875,1,0.1306
3892,12'hF34,0.8125,1,0.1305
3893,12'hF35,0.3125,1,0.1306
3894,12'hF36,0.5625,1,0.1304
3895,12'hF37,0.0625,1,0.1304
3896,12'hF38,0.8750,1,0.1305
3897,12'hF39,0.3750,1,0.1305
3898,12'hF3A,0.6250,1,0.1305
3899,12'hF3B,0.1250,1,0.1305
3900,12'hF3C,0.7500,1,0.1306
3901,12'hF3D,0.2500,1,0.1305
3902,12'hF3E,0.5000,1,0.1305
3903,12'hF3F,0.0000,0,0.1302
3904,12'hF40,0.9688,1,0.1302
3905,12'hF41,0.4688,1,0.1305
3906,12'hF42,0.7188,1,0.1306
3907,12'hF43,0.2188,1,0.1305
3908,12'hF44,0.8438,1,0.1305
3909,12'hF45,0.3438,1,0.1305
3910,12'hF46,0.5938,1,0.1306
3911,12'hF47,0.0938,1,0.1305
3912,12'hF48,0.9062,1,0.1304
3913,12'hF49,0.4062,1,0.1305
3914,12'hF4A,0.6562,1,0.1305
3915,12'hF4B,0.1562,1,0.1305
3916,12'hF4C,0.7812,1,0.1306
3917,12'hF4D,0.2812,1,0.1305
3918,12'hF4E,0.5312,1,0.1306
3919,12'hF4F,0.0312,1,0.1304
3920,12'hF50,0.9375,1,0.1305
3921,12'hF51,0.4375,1,0.1306
3922,12'hF52,0.6875,1,0.1306
3923,12'hF53,0.1875,1,0.1306
3924,12'hF54,0.8125,1,0.1305
3925,12'hF55,0.3125,1,0.1306
3926,12'hF56,0.5625,1,0.1306
3927,12'hF57,0.0625,1,0.1305
3928,12'hF58,0.8750,1,0.1306
3929,12'hF59,0.3750,1,0.1306
3930,12'hF5A,0.6250,1,0.1305
3931,12'hF5B,0.1250,1,0.1305
3932,12'hF5C,0.7500,1,0.1306
3933,12'hF5D,0.2500,1,0.1305
3934,12'hF5E,0.5000,1,0.1305
3935,12'hF5F,0.0000,0,0.1303
3936,12'hF60,0.9688,1,0.1302
3937,12'hF61,0.4688,1,0.1304
3938,12'hF62,0.7188,1,0.1305
3939,12'hF63,0.2188,1,0.1305
3940,12'hF64,0.8438,1,0.1305
3941,12'hF65,0.3438,1,0.1305
3942,12'hF66,0.5938,1,0.1306
3943,12'hF67,0.0938,1,0.1306
3944,12'hF68,0.9062,1,0.1305
3945,12'hF69,0.4062,1,0.1306
3946,12'hF6A,0.6562,1,0.1305
3947,12'hF6B,0.1562,1,0.1305
3948,12'hF6C,0.7812,1,0.1306
3949,12'hF6D,0.2812,1,0.1305
3950,12'hF6E,0.5312,1,0.1306
3951,12'hF6F,0.0312,1,0.1305
3952,12'hF70,0.9375,1,0.1305
3953,12'hF71,0.4375,1,0.1306
3954,12'hF72,0.6875,1,0.1305
3955,12'hF73,0.1875,1,0.1306
3956,12'hF74,0.8125,1,0.1305
3957,12'hF75,0.3125,1,0.1305
3958,12'hF76,0.5625,1,0.1305
3959,12'hF77,0.0625,1,0.1305
3960,12'hF78,0.8750,1,0.1306
3961,12'hF79,0.3750,1,0.1306
3962,12'hF7A,0.6250,1,0.1305
3963,12'hF7B,0.1250,1,0.1305
3964,12'hF7C,0.7500,1,0.1305
3965,12'hF7D,0.2500,1,0.1305
3966,12'hF7E,0.5000,1,0.1304
3967,12'hF7F,0.0000,0,0.1300
3968,12'hF80,0.9688,1,0.1305
3969,12'hF81,0.4688,1,0.1307
3970,12'hF82,0.7188,1,0.1306
3971,12'hF83,0.2188,1,0.1306
3972,12'hF84,0.8438,1,0.1305
3973,12'hF85,0.3438,1,0.1306
3974,12'hF86,0.5938,1,0.1306
3975,12'hF87,0.0938,1,0.1306
3976,12'hF88,0.9062,1,0.1306
3977,12'hF89,0.4062,1,0.1307
3978,12'hF8A,0.6562,1,0.1305
3979,12'hF8B,0.1562,1,0.1306
3980,12'hF8C,0.7812,1,0.1305
3981,12'hF8D,0.2812,1,0.1305
3982,12'hF8E,0.5312,1,0.1304
3983,12'hF8F,0.0312,1,0.1304
3984,12'hF90,0.9375,1,0.1303
3985,12'hF91,0.4375,1,0.1304
3986,12'hF92,0.6875,1,0.1305
3987,12'hF93,0.1875,1,0.1305
3988,12'hF94,0.8125,1,0.1306
3989,12'hF95,0.3125,1,0.1305
3990,12'hF96,0.5625,1,0.1306
3991,12'hF97,0.0625,1,0.1306
3992,12'hF98,0.8750,1,0.1305
